,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
1.0 Valence,34.29233972362179,31.443425814655324,24.765670653289515,24.09765320243116,19.575426632301202,22.893586141217174,18.885963816241635,18.85497386622637,17.04153996979661,17.10841078266392,14.851723065671036,16.290866570939254,15.401779891300542,17.792349790903746,16.521703821405705,13.41269009712509,13.617554085329811,22.868876986486736,23.747126462808357,28.85345448408639,30.951145555827473
1.0 academics-oriented,0.5514927896893973,0.3744291365848078,0.1405755947530091,0.12067234773570346,0.2804933354599657,0.26756156822601124,0.12149800640131114,0.09813281611600466,0.39345500881813295,0.37518156241945066,0.12086792826726334,0.11563854435217959,0.12399200445032695,0.12447030475476512,0.14513329954442353,0.3678814535795981,0.25747150653100526,0.0637708250863818,0.23128955970439435,0.23657143707990957,0.2718943223831605
1.0 athletics-oriented,0.021256724151379202,0.025644811636991675,0.02117624285286942,0.025149076638988105,0.028681992618580517,0.025802151107655453,0.013221387243849435,0.025019163115050633,0.034439448677479854,0.02180244858364275,0.010752956105118944,0.015843439824276,0.011148990215792564,0.016029286545999454,0.012297555408807675,0.020842800249346573,0.021471026138262506,0.020749952523902892,0.0351248674467431,0.003011681540290305,0.007079846126889034
1.0 conservative,0.01927293120146561,0.022691338976472228,0.02993259997574399,0.03073293903211152,0.017595276872005166,0.04185351220419784,0.029329870602201442,0.022933899839101945,0.02717752775811842,0.023961453177788614,0.015556307129554206,0.015713609252986604,0.016132335158370176,0.017435989562361323,0.01863600839842639,0.019916760466205597,0.020961302765629058,0.02394056338296737,0.025201046854647177,0.005137241169894954,0.004202688287040306
1.0 diverse,0.20067052689074907,0.17901250921345221,0.15793697635876752,0.15406941671162955,0.18157668544749928,0.13484196613653965,0.09285435891176029,0.1638045391653712,0.09378594727679875,0.09969267507207827,0.1271318827742284,0.13370770986261984,0.13165873131566322,0.13775058605540813,0.12722929887623688,0.34236211760681984,0.23967991083123746,0.12630609341913512,0.10279609843633201,0.05426622323987684,0.02446245260533538
1.0 inclusive,0.10892863764611485,0.13947691851577604,0.03552342277919926,0.054009587908825346,0.0885263308000901,0.05153936534715574,0.06275016278676546,0.11217535738298944,0.06610511327424504,0.0905602099257415,0.13189319342124947,0.16899538925873367,0.13670849266937693,0.06773456295735229,0.11790992629274104,0.19024676593445458,0.06007592501669897,0.04683461343355858,0.023981371043060497,0.016671549439995943,0.029446094813005242
1.0 party-oriented,0.2714615541438637,0.047631730343559976,0.043961527235773304,0.0429255825587104,0.05434074577086438,0.04913231455679791,0.1099001418524797,0.10547404196347675,0.03761333211643967,0.04076366010304318,0.04988407769891897,0.051609713877774896,0.05172912332815813,0.057792137780342194,0.060238106186200534,0.07518970412677045,0.03168845952527831,0.024796616663128993,0.03272691079320525,0.030231184371410702,0.023977544570683903
1.0 prestigious,0.12050945630240316,0.10801152804663307,0.10988099559197352,0.22612578371474112,0.04772171480299061,0.04440400240494791,0.06498030360998298,0.031178985781820625,0.031274535188903684,0.06078873570470829,0.0580560680624261,0.03337683824370567,0.06018923233497404,0.030979854036813703,0.06802944759327212,0.0643710256190661,0.03572966215327109,0.05311751807717779,0.03590760448523617,0.013588637429888167,0.010120355709207487
1.0 safe,0.02675815658561877,0.02745956094136215,0.06480329068305328,0.07154494092809426,0.022964164097177376,0.02326267266410728,0.016445431009851547,0.0261577629636312,0.04947117187605797,0.04644559482694892,0.02684097867549707,0.02978133960292893,0.027601784676627644,0.0269174678371584,0.030183972208320267,0.051344524643644425,0.039145850829967965,0.030580185607714173,0.03186149761328553,0.030237263993410545,0.02641471804462186
1.0 service-oriented,0.5997846628213208,0.9530624581637077,0.8690643383657252,0.43692570608173903,0.6259770840593943,0.39819274501477836,0.36793312089108987,0.1858058588748278,1.03564877995187,0.674907823694768,0.7812009171942952,0.5228352462533172,0.8033205489366767,0.5737982661232566,0.8903009661166906,0.6517454512430915,1.1507742869501103,0.39424986935643197,0.5920994378699369,0.38535937799534814,0.7322929380396006
2.0 Valence,25.5031823310084,15.861670047204726,25.310513749801267,42.6577563796472,34.70151895836209,30.963211362530878,26.86571570412302,24.248442450062043,15.766656533687431,18.25962204859859,16.516384497575828,16.151523468888247,16.02244033608902,15.495256084661298,15.433154010168186,16.140791639258364,17.478916401534523,6.839920407680124,7.486613509214908,7.681194562706416,6.970675628870691
2.0 academics-oriented,0.020843538612460723,0.04754903023213816,0.16781638874677074,0.19858477700944513,0.40954345383677143,0.42127472941876565,0.37715191510521223,0.5510894749579714,0.48053458651368064,0.4737470183566422,0.9382295945460178,0.9573436524633684,0.8601550481563018,1.07764695631319,1.1437547692745191,1.1225461572303586,0.9383435164633098,0.6453225197341315,0.6181080024738557,0.6348304095482206,0.18874014373677173
2.0 athletics-oriented,0.08217585668545808,0.03179902927284699,0.13978355688177863,0.0921015318955308,0.07576200839878072,0.09918342315691228,0.06316937517700165,0.30871850001497136,0.24738763775767142,0.24497970163010999,0.6360930250409903,0.5720237935411747,0.5831206429797491,0.6107632483584019,0.716407723709942,0.635930543375295,0.6358160203345817,0.1309651326032485,0.5153055172240255,0.5543362041674982,0.22600600729832018
2.0 conservative,1.0207074089454828,1.4260402151105844,0.9397566675897298,0.8083001154834023,0.8324997319663296,0.7323138911579599,0.6604412109541887,0.9762026835491991,0.5165857303240787,0.502216697429977,0.5767640391437193,0.49604543678901897,0.5319324523543393,0.4603362519791452,0.5346429686601657,0.47950877144106435,0.5802802187822304,0.2501905124906418,0.4518982230102866,0.5267310526194843,0.6451443418858678
2.0 diverse,0.07367030199494416,0.018251646765414187,0.08911777529372952,0.11355451508167506,0.20367627195178256,0.3174355369341503,0.22095784007262662,0.43505417110851985,0.09843532580453535,0.07404117580875745,0.17750655936635107,0.1978855978092889,0.18454764466390394,0.1910094639664188,0.1778887512230268,0.19889494339521682,0.20116730488173137,0.17001093134254372,0.25487326031477175,0.17953084865128868,0.12884762149092704
2.0 inclusive,0.3136132105379787,0.6063506005968765,1.1395112839238466,0.7456153098260653,1.453895169578563,1.2935866001696563,1.229960081848974,2.966718702756623,0.932279720398206,0.4383446357700936,0.9983235062690667,1.2330446206316932,0.9441674462597228,1.6743853654496743,2.6154572793772286,1.744036161775593,1.029874432811596,0.4976471657095267,0.8989634243964819,0.5297796401614909,1.4783737152246152
2.0 party-oriented,0.04422350411171134,0.06703923900515425,0.0920525010170722,0.09871941794825569,0.11938948127583823,0.10866050494603438,0.10071380026055601,0.034358142145071886,0.21066873179367743,0.18936608373228353,0.1334612686991427,0.12859942037233765,0.12252835080437811,0.11868771891257485,0.1176274667722031,0.12361341405741222,0.13363659088363852,0.04522095765606069,0.11211699664345813,0.12307610711549138,0.09219696405815357
2.0 prestigious,0.15494169296292978,0.2879362781835927,0.09675306856420096,0.07724336060388662,0.0956284380774045,0.1618542215357549,0.2618459334364037,0.19173333807106208,0.35739301425967196,0.35625655355526664,0.29958771760348535,0.2853983787275022,0.2764428474706719,0.26338400829803965,0.26634255468789825,0.27435603132247083,0.3014511060965522,0.20618988363392532,0.17036177239562703,0.1943720513257516,0.2671948472831033
2.0 safe,0.0034824547996187235,0.00865055059215384,0.07060186849385891,0.061898897419189976,0.5291340676907489,0.5263533848949514,0.4639190902678427,1.547319199934649,0.1738885434442167,0.17167590758759332,0.27348982584217996,0.273538162645727,0.26990517068688963,1.400237491919438,1.5936011380865756,1.4579406836090862,0.29374218418949516,0.5312953500482493,0.9565410668167751,0.22097424259049692,0.5218886087733267
2.0 service-oriented,0.5368763272126111,1.1372307270599793,1.186153669572035,0.7032476596439208,2.076358628809155,1.1531788154387868,1.8004214829146803,2.595003725055575,2.8177593897886166,1.4518517807475544,1.1866474087138235,2.577014014083091,1.0883673143137038,2.3711069784099625,1.0453777145266494,2.469890638011824,1.1859126978226995,1.1378006208070388,1.5878011258893951,1.5269504918026306,0.7206846439348942
3.0 Valence,0.8134752459818088,0.7194849510822527,0.6235950207295815,3.5531906919276217,4.303729598813712,13.451699293369751,3.0047063015972015,2.785823219797112,19.585929159301553,18.913490819590635,19.18430028415034,3.9982687072002117,2.8824469615389066,2.488262579349144,2.133679599808173,1.584534530704413,5.223170741284024,7.172229733298613,9.213864312208525,10.230764492535084,5.657178356092539
3.0 academics-oriented,0.0036602615643310985,0.004867221665401536,0.0042232314574114525,0.026082415138052324,0.0477812708690468,0.04317182304872248,0.011393483561824685,0.010547588232147647,0.00974003992222173,0.016473659252005047,0.017300451217102362,0.010149711888497465,0.010932609826286339,0.011625505576450106,0.01138493544500424,0.005927706724458842,0.015327518859569797,0.015588124558161909,0.020658801937987137,0.009172378868165298,0.009736453767670157
3.0 athletics-oriented,0.02254784663944961,0.01681112610678937,0.01830661870090556,0.2441189623091518,0.09617729804796298,0.06645005214563927,0.08973319547173902,0.06677148386376602,0.07754616207032078,0.06047378287713327,0.07540642304126012,0.06421175000414053,0.08695007731317113,0.0704875868710416,0.09334646706518727,0.06212679797439866,0.08355631319962001,0.06263975647071728,0.09313029109213175,0.07644979266103065,0.10382624912360681
3.0 conservative,0.0658894535916628,0.05749555773043212,0.05667529309923466,0.04933697199408071,0.05178092900546981,0.0426141749293566,0.04842460248070083,0.04047598075701024,0.10250776999373536,0.03940475975770304,0.09888363684309244,0.038920159987017845,0.04652050094632038,0.04571516028754878,0.053407004361101275,0.049218816029993104,0.058053090104358995,0.05562096335490545,0.06590885835227839,0.06656390347297604,0.07426395764617941
3.0 diverse,0.005019193885812892,0.004586461155270565,0.004737348353822803,0.0579959952012222,0.038151736915200955,0.0487003009393779,0.06103074190813395,0.05596972362944579,0.05272571677171237,0.05636515693136116,0.05588858864828742,0.05381760677875448,0.058659258260699294,0.06224658955826191,0.05397718332954463,0.00891607050330322,0.06026136589380701,0.038942750985872236,0.04204396712384341,0.054046374911236664,0.01332499820580888
3.0 inclusive,0.007196135690695037,0.013574977941322215,0.013731610898711616,0.01842549243914757,0.027960541106875996,0.026990909021799722,0.00969365004718735,0.008394612638669781,0.010883772005468494,0.018631101670210874,0.011364314804815989,0.008071761615957363,0.009370295609640585,0.009336432926285046,0.008193220332029969,0.006498793660319584,0.027535901360368136,0.040045978140105694,0.026053937637954248,0.0499491463017541,0.012437144739152948
3.0 party-oriented,0.004172450149707246,0.004612714505555528,0.0076085564390411965,0.005898423764519329,0.004427317883222023,0.004894734275171955,0.00785642875773233,0.009264507138400853,0.007988650503967402,0.008277877063552071,0.007709133044407368,0.008908852441271937,0.007562017679910823,0.0038512456126170605,0.0029946131660305688,0.003322854738436593,0.0024763064349547868,0.004266793850170694,0.0037070048190969923,0.002002072726829404,0.0036488092932574234
3.0 prestigious,0.028124453103795893,0.033231852177337276,0.029526190544803012,0.051515413531413264,0.033413627249947786,0.03196174788098947,0.02792837210902051,0.027225949696341338,0.030955115044607177,0.028116020583997817,0.029849575221606934,0.02618426077718912,0.026764843735864005,0.029103215010999505,0.029679799670093848,0.0354324223240672,0.03180393907566494,0.03824887451894491,0.03235029114936489,0.05671546258021716,0.04505583350291748
3.0 safe,0.078521366603181,0.06088239472128232,0.1020142056869981,0.06313497652294116,0.10014927202195278,0.10921830702906338,0.09354815802496555,0.07649590079882268,0.34165690556877365,0.35376331101151054,0.32946044796090984,0.07356063098198277,0.08970518327649363,0.0730295250521178,0.09063161344614161,0.06013465781352834,0.0664069656249267,0.05861033281935762,0.08478063013472176,0.06256128347527094,0.09815708104099156
3.0 service-oriented,0.009725332486700862,0.016104328681905183,0.018568231224523942,0.07879186297562946,0.05674518187404072,0.06710308675611133,0.047304860123847055,0.05953723894674738,0.05298910344393875,0.08771580846745741,0.08595507231187184,0.0572474183343388,0.04878017422947096,0.053671743687210345,0.04539947844718577,0.02683422944632234,0.0425539741287587,0.0801067815957045,0.1103346679690235,0.06540539328797453,0.029588774898540008
4.0 Valence,3.286471911096756e-07,57.31901336510464,117.67687921338151,92.94403966888605,69.8121658433549,62.1046550986943,52.02095905398117,50.66544869756057,44.67742529350525,75.31428587760092,70.21153773400289,67.82529529660137,63.52488186475995,61.6596418630296,58.895886914264345,59.76476094612664,59.53948298997079,47.37010409361591,158.4365960501329,67.51978562669025,38.73559089870682
4.0 academics-oriented,0.36341625970453856,0.1453337083028946,0.1893595748829102,0.11940417147060049,0.09252170060084579,0.08800232639055536,0.14403709016108493,0.13713753359074782,0.1451894385946887,0.1440684704461216,0.13420631386782328,0.5113013551048287,0.47679421769680663,0.465044465905196,0.435490134635697,0.44483437465144526,0.45510359320362587,0.055240260137377276,0.07896025769238475,0.11145873780691075,0.22744868480640232
4.0 athletics-oriented,0.14061542584856887,0.20608593834316968,1.0343493276007945,0.7983043466802189,0.7169168735571864,0.5898400903498582,0.1478663419194358,0.11882625237519032,0.5316562897581231,0.12860242899603594,0.1666554236207391,0.35327849673921496,0.3399024194968942,0.321224532336122,0.3118424655189408,0.30974192108970255,0.32084890761333534,0.11699424822928893,0.35936652913843553,0.46842457272229754,0.04105122280852078
4.0 conservative,0.008836230326631285,0.010817878116978758,0.014840020878980283,0.010690981631567533,0.029073671475324987,0.026022509363067596,0.033544742082024334,0.03236868594213255,0.04946782138133891,0.02363486536358377,0.022112498866644032,0.02298952533416665,0.020596458300779153,0.02090153302061255,0.02176839451254624,0.02764346468234101,0.022732225359462302,0.039561723640185266,0.04462717453527888,0.02419338099881572,0.07571957577518781
4.0 diverse,0.7900330071067344,0.2860839855395243,0.02089549092596859,0.07009906281130866,0.30267319804842463,0.06930158678814972,0.23452980352468444,0.20960466293761665,0.7817398117033328,0.1646830310143336,0.2752097015182086,0.4783903898844911,0.4425481523473775,0.4351469363391136,0.436514697212469,0.4255148865566407,0.4563536508676618,0.12869245060540274,0.7534772442083155,0.14446579655305716,0.5806089859588873
4.0 inclusive,0.03424769452830295,0.045349726188258256,0.181693719106651,0.1066062115723433,0.0907714758565829,0.07474338208729753,0.07635529437805026,0.12564690149118007,0.08076070819907609,0.10179074733474516,0.09462727755830329,0.09163710580318937,0.08563225409266377,0.08330717376571704,0.29968762349560785,0.11628892218158306,0.313308954012396,0.13215738890122242,0.3091263694470059,0.14575825337460369,0.5122760677097398
4.0 party-oriented,0.14395666312104247,0.0274762825964734,0.023803352308689706,0.022159504825488542,0.10307772373149966,0.14591893716339793,0.13282605331502456,0.11515278540505229,0.040015993793869116,0.2339206479075083,0.24452913972758145,0.10992040860622843,0.12365652468469418,0.10179018266407726,0.11308194242807164,0.09839864732234209,0.11821727204740183,0.09364892315301002,0.1406386505856,0.14818603040714218,0.21730906550951254
4.0 prestigious,0.007523899184066365,0.24394927484046247,0.25076398365528496,0.18589272835516205,0.5485466649600517,0.46616604586661636,0.3785767451625094,0.3189501055901146,0.289988708114961,0.6014176498466026,0.5377388126782,0.5412833710588948,0.4866025432877791,0.4922880825992006,1.2542023660973751,0.6420588010685055,1.3103161255350693,0.6807189905563161,2.149513079492195,0.32357856646364014,2.0239338803335296
4.0 safe,0.08117083184684881,0.14787033570861985,0.1387717929530382,0.12358257924773923,0.09981632293526094,0.09315196172750888,0.025249468443186315,0.041938826395492394,0.198115530036199,0.07353344973014614,0.06578734004151968,0.05641263633416286,0.05200681017109271,0.05128909377031412,0.047510578222153634,0.04910797342883585,0.04965166318474268,0.08016745561123599,0.05995845506666222,0.07574424002330801,0.06941867159311635
4.0 service-oriented,0.6205966558659675,2.4040194783570814,0.14512369482203422,0.2960179778467934,0.325753792331597,0.2728406286048881,0.25490367187283197,0.3748871904490588,0.2972471375400164,0.1852629044958321,0.1768593237620885,0.49438994693791277,0.512971515794846,0.44961702767708495,0.46850909887233383,0.4300686533539964,0.4894830558206683,0.04184685714426888,0.6063288655133269,0.1800995064028298,1.0837621678586191
