,Summons Number,Violation Code,Violation Time,House Number,Street Name,City & State,Zip Code,Lat,Long
0,8725653684,71,0319P,235,Bedford Ave,"Brooklyn,  NY",11211.0,40.7159571,-73.9595272
1,8725653696,20,0322P,235,Bedford Ave,"Brooklyn,  NY",11211.0,40.7159571,-73.9595272
2,8725653702,20,0324P,235,Bedford Ave,"Brooklyn,  NY",11211.0,40.7159571,-73.9595272
3,8670481194,21,1138A,133,Frost St,"Brooklyn,  NY",11211.0,40.7180535,-73.9462496
4,8670481212,21,1140A,133,Frost St,"Brooklyn,  NY",11211.0,40.7180535,-73.9462496
5,8670481200,21,1139A,133,Frost St,"Brooklyn,  NY",11211.0,40.7180535,-73.9462496
6,8670481224,21,1141A,141,Frost St,"Brooklyn,  NY",11211.0,40.7181171,-73.94588230000001
7,8670481236,21,1142A,145,Frost St,"Brooklyn,  NY",11211.0,40.7182133,-73.94574450000002
8,8670481248,21,1143A,151,Frost St,"Brooklyn,  NY",11211.0,40.7181676,-73.94542299999999
9,8708932311,71,0148P,168,Frost St,"Brooklyn,  NY",11211.0,40.7179726,-73.94459599999999
10,8702766942,21,1153A,175,Frost St,"Brooklyn,  NY",11211.0,40.7182739,-73.9442748
11,8702766905,21,1147A,237,Frost St,"Brooklyn,  NY",11211.0,40.7185566,-73.9413828
12,8702766917,21,1149A,239,Frost St,"Brooklyn,  NY",11211.0,40.7185822,-73.9412909
13,8702766929,21,1149A,245,Frost St,"Brooklyn,  NY",11211.0,40.7186267,-73.9410613
14,8702766930,21,1150A,247,Frost St,"Brooklyn,  NY",11211.0,40.7185524,-73.94092049999999
15,8699770583,71,0749A,290,Frost St,"Brooklyn,  NY",11222.0,40.71855679999999,-73.9396071
16,8699770595,70,0753A,340,Frost St,"Brooklyn,  NY",11211.0,40.7189819,-73.9378967
17,8636958866,21,1153A,471,Humboldt St,"Brooklyn,  NY",11211.0,40.7186713,-73.94354
18,1438401164,46,0730A,32,Jackson St,"Brooklyn,  NY",11215.0,40.6623025,-73.986657
19,8692589627,21,0952A,59,Jackson St,"Brooklyn,  NY",11211.0,40.716414,-73.94919200000001
20,8692589639,21,0953A,59,Jackson St,"Brooklyn,  NY",11211.0,40.716414,-73.94919200000001
21,8692589603,21,0948A,75,Jackson St,"Brooklyn,  NY",11211.0,40.716482,-73.948515
22,8692589585,21,0946A,103,Jackson St,"Brooklyn,  NY",11211.0,40.7165636,-73.947249
23,8692589597,21,0946A,107,Jackson St,"Brooklyn,  NY",11211.0,40.7165808,-73.9470309
24,8692589573,21,0944A,120,Jackson St,"Brooklyn,  NY",11211.0,40.7163419,-73.946709
25,8670481303,71,1154A,129,Jackson St,"Brooklyn,  NY",11211.0,40.7166692,-73.9460204
26,8699770911,21,1141A,129,Jackson St,"Brooklyn,  NY",11211.0,40.7166692,-73.9460204
27,8699770923,21,1142A,135,Jackson St,"Brooklyn,  NY",11211.0,40.7166822,-73.9457127
28,8699770935,21,1145A,159,Jackson St,"Brooklyn,  NY",11211.0,40.71677529999999,-73.9445966
29,8699770947,21,1146A,167,Jackson St,"Brooklyn,  NY",11211.0,40.7168643,-73.9441374
30,8699770959,21,1147A,169,Jackson St,"Brooklyn,  NY",11211.0,40.7168899,-73.9440456
31,8692589792,21,1148A,181,Jackson St,"Brooklyn,  NY",11211.0,40.7168887,-73.94349450000001
32,8692589780,21,1146A,199,Jackson St,"Brooklyn,  NY",11211.0,40.7170025,-73.9426676
33,8699770546,71,0729A,199,Jackson St,"Brooklyn,  NY",11211.0,40.7170025,-73.9426676
34,8692589755,21,1143A,205,Jackson St,"Brooklyn,  NY",11211.0,40.7170019,-73.94239209999999
35,8692589767,21,1144A,207,Jackson St,"Brooklyn,  NY",11211.0,40.71702740000001,-73.94230019999999
36,8692589779,21,1145A,207,Jackson St,"Brooklyn,  NY",11211.0,40.71702740000001,-73.94230019999999
37,8699770558,71,0733A,243,Jackson St,"Brooklyn,  NY",11211.0,40.7171407,-73.9405452
38,8708932293,71,0129P,300,Jackson St,"Brooklyn,  NY",11211.0,40.7173787,-73.9388881
39,8708932300,71,0131P,300,Jackson St,"Brooklyn,  NY",11211.0,40.7173787,-73.9388881
40,8611688521,71,0207P,278,N 6th St,"Brooklyn,  NY",11211.0,40.7148383,-73.9544291
41,8611688557,71,0227P,204,N 8th St,"Brooklyn,  NY",11211.0,40.7173119,-73.95575149999999
42,8611688600,70,0248P,167,N 9th St,"Brooklyn,  NY",11211.0,40.718856,-73.9559208
43,8611688594,71,0246P,177,N 9th St,"Brooklyn,  NY",11211.0,40.7187472,-73.9557975
44,8702767170,71,0133P,12,Ash St,"Brooklyn,  NY",11222.0,40.737793,-73.954931
45,8670481133,14,1128A,98,Bayard St,"Brooklyn,  NY",11222.0,40.718965,-73.94809029999999
46,8670481145,14,1129A,106,Bayard St,"Brooklyn,  NY",11222.0,40.7189697,-73.94760029999999
47,8670481157,14,1131A,106,Bayard St,"Brooklyn,  NY",11222.0,40.7189697,-73.94760029999999
48,8670481169,14,1131A,106,Bayard St,"Brooklyn,  NY",11222.0,40.7189697,-73.94760029999999
49,8702766838,71,1011A,31,Beadel St,"Brooklyn,  NY",11222.0,40.7213015,-73.9396285
50,8611688648,38,0323P,6,Bedford Ave,"Brooklyn,  NY",11222.0,40.72395960000001,-73.95126840000002
51,8611688636,71,0321P,10,Bedford Ave,"Brooklyn,  NY",11222.0,40.7238869,-73.95141199999999
52,8670481364,70,0351P,50,Bedford Ave,"Brooklyn,  NY",11222.0,40.7220162,-73.9538965
53,1449807630,40,0740P,7,BELL SLIP,"Brooklyn,  NY",11222.0,40.7371063,-73.9589751
54,8678424930,70,1149A,35,Box St,"Brooklyn,  NY",11222.0,40.73741769999999,-73.9550356
55,8708854853,20,1149A,44,Box St,"Brooklyn,  NY",11222.0,40.737096,-73.95482299999999
56,8718762293,71,1004A,68,Box St,"Brooklyn,  NY",11222.0,40.73719,-73.953751
57,8702766980,71,1223P,5,Bridgewater St,"Brooklyn,  NY",11222.0,40.7268161,-73.93458780000002
58,8702766991,71,1225P,5,Bridgewater St,"Brooklyn,  NY",11222.0,40.7268161,-73.93458780000002
59,8702766978,71,1221P,50,Bridgewater St,"Brooklyn,  NY",11222.0,40.7285297,-73.93616999999999
60,8611688764,38,0545P,123,Greenpoint Ave,"Brooklyn,  NY",11222.0,40.7303301,-73.95525599999999
61,8636958829,21,1142A,498,Humboldt St,"Brooklyn,  NY",11222.0,40.71935149999999,-73.9433689
62,8699770467,70,0338P,564,Humboldt St,"Brooklyn,  NY",11222.0,40.7213218,-73.9445124
63,8699770479,70,0339P,566,Humboldt St,"Brooklyn,  NY",11222.0,40.7213637,-73.94453530000001
64,8702767296,14,0240P,810,Humboldt St,"Brooklyn,  NY",11222.0,40.7295788,-73.9457219
65,8702767302,14,0240P,810,Humboldt St,"Brooklyn,  NY",11222.0,40.7295788,-73.9457219
66,8702767314,14,0241P,810,Humboldt St,"Brooklyn,  NY",11222.0,40.7295788,-73.9457219
67,8702767284,14,0238P,824,Humboldt St,"Brooklyn,  NY",11222.0,40.7299816,-73.9460328
68,8702767272,14,0237P,830,Humboldt St,"Brooklyn,  NY",11222.0,40.7301294,-73.9459286
69,8702767259,71,0232P,854,Humboldt St,"Brooklyn,  NY",11222.0,40.73069590000001,-73.9461541
70,8611688703,38,0509P,724,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7261136,-73.9518859
71,8611688650,71,0335P,747,Manhattan Ave,"Brooklyn,  NY",11222.0,40.72648909999999,-73.9526053
72,8611688715,38,0515P,775,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7272194,-73.9529306
73,8611688727,71,0516P,788,Manhattan Ave,"Brooklyn,  NY",11222.0,40.72758959999999,-73.9527698
74,8611688740,38,0529P,861,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7292265,-73.9541792
75,8611688697,38,0349P,119,Meserole Ave,"Brooklyn,  NY",11222.0,40.727274,-73.952467
76,8649427054,38,1221P,31,Nassau Ave,"Brooklyn,  NY",11222.0,40.7231404,-73.9531136
77,8649427066,38,1222P,31,Nassau Ave,"Brooklyn,  NY",11222.0,40.7231404,-73.9531136
78,8649427078,38,1230P,85,Nassau Ave,"Brooklyn,  NY",11222.0,40.723856,-73.95104839999999
79,8698408382,19,1059A,99,Nassau Ave,"Brooklyn,  NY",11222.0,40.72414149999999,-73.950287
80,8670481339,70,0155P,112,Nassau Ave,"Brooklyn,  NY",11222.0,40.7241209,-73.9492291
81,8708932438,40,0518P,225,Nassau Ave,"Brooklyn,  NY",11222.0,40.7259057,-73.94339839999999
82,8698408370,19,1050A,249,Nassau Ave,"Brooklyn,  NY",11222.0,40.7260079,-73.94208789999999
83,1447463377,46,0554P,164,BEDFORD AVE,"Brooklyn,  NY",11249.0,40.71840359999999,-73.9574018
84,8649427030,20,1205P,69,Berry St,"Brooklyn,  NY",11249.0,40.7201645,-73.9572195
85,8580459527,20,0251P,69,Berry St,"Brooklyn,  NY",11249.0,40.7201645,-73.9572195
86,8649427029,71,1204P,72,Berry St,"Brooklyn,  NY",11249.0,40.7201349,-73.9577927
87,8649427017,71,1155A,159,Berry St,"Brooklyn,  NY",11249.0,40.7176672,-73.9599238
88,8649426992,40,1149A,186,Berry St,"Brooklyn,  NY",11249.0,40.7167028,-73.961242
89,8649427005,71,1150A,186,Berry St,"Brooklyn,  NY",11249.0,40.7167028,-73.961242
90,8611688612,71,0258P,148,N 10th St,"Brooklyn,  NY",11249.0,40.7197533,-73.9565788
91,8579222023,16,0813A,79,N 5th St,"Brooklyn,  NY",11249.0,40.7183,-73.960999
92,8611688478,71,0136P,109,N 5th St,"Brooklyn,  NY",11249.0,40.7175223,-73.95996509999999
93,8611688480,71,0145P,112,N 6th St,"Brooklyn,  NY",11249.0,40.7181276,-73.96012770000002
94,8611688491,71,0148P,126,N 6th St,"Brooklyn,  NY",11249.0,40.7178605,-73.95954189999999
95,8677378364,71,0938A,232,Calyer St,"Brooklyn,  NY",11222.0,40.72900730000001,-73.9501415
96,8702767193,71,0144P,96,Clay St,"Brooklyn,  NY",11222.0,40.7364573,-73.9543297
97,8702767200,71,0147P,146,Clay St,"Brooklyn,  NY",11222.0,40.7366875,-73.95201060000001
98,8708932268,71,1141A,5,Commercial St,"Brooklyn,  NY",11222.0,40.7358702,-73.95941069999999
99,8702767144,16,0120P,65,Commercial St,"Brooklyn,  NY",11222.0,40.7370721,-73.9573861
100,8702767132,71,0118P,65,Commercial St,"Brooklyn,  NY",11222.0,40.7370721,-73.9573861
101,8692589550,21,0940A,23,Conselyea St,"Brooklyn,  NY",11211.0,40.714851,-73.9506679
102,8692589561,21,0940A,25,Conselyea St,"Brooklyn,  NY",11211.0,40.7148009,-73.9506016
103,8692589548,21,0938A,39,Conselyea St,"Brooklyn,  NY",11211.0,40.7148366,-73.9499702
104,8699770820,21,0948A,64,Conselyea St,"Brooklyn,  NY",11211.0,40.7146646,-73.948764
105,8699770807,21,0946A,72,Conselyea St,"Brooklyn,  NY",11211.0,40.7147572,-73.94850339999999
106,8699770819,21,0947A,72,Conselyea St,"Brooklyn,  NY",11211.0,40.7147572,-73.94850339999999
107,8699770790,21,0946A,74,Conselyea St,"Brooklyn,  NY",11211.0,40.7146593,-73.948472
108,8699770789,21,0945A,78,Conselyea St,"Brooklyn,  NY",11211.0,40.714736,-73.94824729999999
109,8699770777,21,0944A,80,Conselyea St,"Brooklyn,  NY",11211.0,40.714734,-73.948167
110,8699770832,21,0949A,82,Conselyea St,"Brooklyn,  NY",11211.0,40.7147558,-73.9480485
111,8699770741,21,0940A,92,Conselyea St,"Brooklyn,  NY",11211.0,40.7147481,-73.9475934
112,8699770730,21,0939A,95,Conselyea St,"Brooklyn,  NY",11211.0,40.71511539999999,-73.94737669999999
113,8699770728,21,0937A,105,Conselyea St,"Brooklyn,  NY",11211.0,40.71519,-73.947047
114,8699770893,21,1137A,133,Conselyea St,"Brooklyn,  NY",11211.0,40.7152856,-73.94578709999999
115,8692589731,21,1136A,137,Conselyea St,"Brooklyn,  NY",11211.0,40.7152981,-73.9456034
116,8677378327,71,0923A,11,Diamond St,"Brooklyn,  NY",11222.0,40.7232045,-73.9455808
117,8677378339,71,0924A,16,Diamond St,"Brooklyn,  NY",11222.0,40.7234555,-73.9454653
118,8677378340,71,0927A,65,Diamond St,"Brooklyn,  NY",11222.0,40.72474020000001,-73.9465718
119,8677378352,71,0934A,193,Diamond St,"Brooklyn,  NY",11222.0,40.7288223,-73.94897619999999
120,8725653830,16,0435P,66,Dobbin St,"Brooklyn,  NY",11222.0,40.724364,-73.9538487
121,8725653866,16,0440P,66,Dobbin St,"Brooklyn,  NY",11222.0,40.724364,-73.9538487
122,8725653842,16,0437P,66,Dobbin St,"Brooklyn,  NY",11222.0,40.724364,-73.9538487
123,8725653854,16,0439P,66,Dobbin St,"Brooklyn,  NY",11222.0,40.724364,-73.9538487
124,8725653878,16,0551P,88,Dobbin St,"Brooklyn,  NY",11222.0,40.724989,-73.9542524
125,8725653880,16,0553P,88,Dobbin St,"Brooklyn,  NY",11222.0,40.724989,-73.9542524
126,8725653805,20,0427P,117,Dobbin St,"Brooklyn,  NY",11222.0,40.7258121,-73.9552464
127,8725653817,71,0428P,117,Dobbin St,"Brooklyn,  NY",11222.0,40.7258121,-73.9552464
128,8725653829,20,0430P,117,Dobbin St,"Brooklyn,  NY",11222.0,40.7258121,-73.9552464
129,8678424850,71,0958A,248,Driggs Ave,"Brooklyn,  NY",11222.0,40.7228738,-73.9478553
130,8699770443,71,0326P,248,Driggs Ave,"Brooklyn,  NY",11222.0,40.7228738,-73.9478553
131,8718762025,14,0753A,257,Driggs Ave,"Brooklyn,  NY",11222.0,40.722432,-73.94799569999999
132,8611688545,19,0223P,509,Driggs Ave,"Brooklyn,  NY",11211.0,40.7178117,-73.9554048
133,8702767247,70,0155P,188,Dupont St,"Brooklyn,  NY",11222.0,40.7359374,-73.95187640000002
134,8702767235,71,0153P,188,Dupont St,"Brooklyn,  NY",11222.0,40.7359374,-73.95187640000002
135,8699770431,71,0324P,104,Eckford St,"Brooklyn,  NY",11222.0,40.723298,-73.948218
136,8699770420,71,0322P,133,Eckford St,"Brooklyn,  NY",11222.0,40.72405819999999,-73.949043
137,8677378315,14,0902A,147,Eckford St,"Brooklyn,  NY",11222.0,40.7245485,-73.9493942
138,8699770418,71,0318P,181,Eckford St,"Brooklyn,  NY",11222.0,40.725499,-73.95004899999999
139,8699770352,14,0211P,128,Franklin St,"Brooklyn,  NY",11222.0,40.7293072,-73.9572712
140,8725653799,14,0421P,128,Franklin St,"Brooklyn,  NY",11222.0,40.7293072,-73.9572712
141,8708932256,71,1117A,208,Franklin St,"Brooklyn,  NY",11222.0,40.732628,-73.9578217
142,8699770984,71,0100P,192,Graham Ave,"Brooklyn,  NY",11206.0,40.7083853,-73.94317260000001
143,8699770972,71,1254P,269,Graham Ave,"Brooklyn,  NY",11211.0,40.7113697,-73.94403919999999
144,8698408394,46,1108A,376,Graham Ave,"Brooklyn,  NY",11211.0,40.7156469,-73.9443172
145,8636958805,21,1036A,441,Graham Ave,"Brooklyn,  NY",11211.0,40.7183797,-73.9452853
146,8699770455,70,0330P,509,Graham Ave,"Brooklyn,  NY",11222.0,40.7207878,-73.946797
147,8708932440,19,0605P,568,Graham Ave,"Brooklyn,  NY",11222.0,40.722465,-73.947208
148,8702766760,71,0904A,609,Grand St,"Brooklyn,  NY",11211.0,40.7114468,-73.9478417
149,8702767090,71,0101P,37,Greenpoint Ave,"Brooklyn,  NY",11222.0,40.7299565,-73.9589895
150,8677378420,71,1218P,77,Greenpoint Ave,"Brooklyn,  NY",11222.0,40.7300334,-73.9572259
151,8708932244,71,1114A,107,Greenpoint Ave,"Brooklyn,  NY",11222.0,40.73023,-73.9559645
152,8677378376,71,0943A,184,Greenpoint Ave,"Brooklyn,  NY",11222.0,40.730094,-73.95291499999999
153,8708932323,71,0201P,30,Havemeyer St,"Brooklyn,  NY",11211.0,40.7156519,-73.95379369999999
154,8702766954,21,1158A,10,Herbert St,"Brooklyn,  NY",11222.0,40.7189541,-73.9446291
155,8724652076,21,1157A,50,Herbert St,"Brooklyn,  NY",11222.0,40.7197264,-73.9433574
156,8724652088,21,1158A,50,Herbert St,"Brooklyn,  NY",11222.0,40.7197264,-73.9433574
157,8724652064,21,1156A,55,Herbert St,"Brooklyn,  NY",11222.0,40.7201445,-73.9433111
158,8724651941,21,1141A,89,Herbert St,"Brooklyn,  NY",11222.0,40.7205514,-73.94156149999999
159,8724651930,21,1140A,91,Herbert St,"Brooklyn,  NY",11222.0,40.72061799999999,-73.941464
160,8724651928,21,1139A,95,Herbert St,"Brooklyn,  NY",11222.0,40.720567,-73.941272
161,8699770248,71,1242P,174,Huron St,"Brooklyn,  NY",11222.0,40.7329522,-73.95438039999999
162,8699770250,70,1250P,216,Huron St,"Brooklyn,  NY",11222.0,40.733077,-73.9525436
163,8611688790,40,0605P,74,India St,"Brooklyn,  NY",11222.0,40.731918,-73.9576634
164,8611688788,71,0601P,84,India St,"Brooklyn,  NY",11222.0,40.7319529,-73.95707519999999
165,8699770297,71,0104P,167,India St,"Brooklyn,  NY",11222.0,40.732628,-73.9531865
166,8699770273,82,1258P,228,India St,"Brooklyn,  NY",11222.0,40.7326329,-73.9505386
167,8699770261,82,1256P,232,India St,"Brooklyn,  NY",11222.0,40.732486,-73.95035899999999
168,8702767107,71,0107P,49,Java St,"Brooklyn,  NY",11222.0,40.7313272,-73.95924049999999
169,8699770194,70,1140A,89,Java St,"Brooklyn,  NY",11222.0,40.7315619,-73.9573379
170,8699770200,71,1142A,109,Java St,"Brooklyn,  NY",11222.0,40.7316349,-73.9565357
171,8699770212,70,1145A,137,Java St,"Brooklyn,  NY",11222.0,40.731736,-73.955497
172,8677378431,71,1251P,141,Java St,"Brooklyn,  NY",11222.0,40.731753,-73.9553169
173,8699770224,71,1146A,141,Java St,"Brooklyn,  NY",11222.0,40.731753,-73.9553169
174,8699770236,71,1147A,145,Java St,"Brooklyn,  NY",11222.0,40.73170959999999,-73.9550797
175,8699770170,71,1131A,93,Kent Ave,"Brooklyn,  NY",11249.0,40.720838,-73.96059799999999
176,8702767351,20,0344P,127,Kent Ave,"Brooklyn,  NY",11249.0,40.719907,-73.961743
177,8678424898,16,1125A,156,Kent St,"Brooklyn,  NY",11222.0,40.7307849,-73.9548784
178,8677378390,71,1038A,158,Kent St,"Brooklyn,  NY",11222.0,40.7307605,-73.9546502
179,8699770315,71,0200P,167,Kent St,"Brooklyn,  NY",11222.0,40.7311021,-73.9540736
180,8699770303,70,0116P,232,Kent St,"Brooklyn,  NY",11222.0,40.7310727,-73.9510001
181,8677378418,70,1137A,257,Kent St,"Brooklyn,  NY",11222.0,40.7314482,-73.9500608
182,8677378406,70,1135A,259,Kent St,"Brooklyn,  NY",11222.0,40.73147489999999,-73.9497738
183,8702766840,40,1022A,224,Kingsland Ave,"Brooklyn,  NY",11222.0,40.7244736,-73.9411873
184,8702766851,71,1046A,300,Kingsland Ave,"Brooklyn,  NY",11222.0,40.7268228,-73.94155719999999
185,8702766863,82,1048A,300,Kingsland Ave,"Brooklyn,  NY",11222.0,40.7268228,-73.94155719999999
186,8699770765,21,0943A,314,Leonard St,"Brooklyn,  NY",11211.0,40.7151187,-73.9476753
