,Summons Number,Violation Code,Violation Time,House Number,Street Name,City & State,Zip Code,Lat,Long
187,8699770753,21,0942A,316,Leonard St,"Brooklyn,  NY",11211.0,40.7151804,-73.94769819999999
188,8692589615,21,0950A,343,Leonard St,"Brooklyn,  NY",11211.0,40.7160668,-73.94816449999999
189,8670481340,40,0206P,520,Leonard St,"Brooklyn,  NY",11222.0,40.7229,-73.9489849
190,8670481352,71,0315P,542,Leonard St,"Brooklyn,  NY",11222.0,40.723491,-73.9494241
191,8699770510,71,0613P,601,Leonard St,"Brooklyn,  NY",11222.0,40.725214,-73.950909
192,8699770613,74,0804A,68,Lombardy St,"Brooklyn,  NY",11222.0,40.7223443,-73.9378024
193,8702766723,21,0846A,493,Lorimer St,"Brooklyn,  NY",11211.0,40.7116305,-73.94917459999999
194,8702766735,21,0847A,499,Lorimer St,"Brooklyn,  NY",11211.0,40.71174300000001,-73.949271
195,8699770844,21,0951A,588,Lorimer St,"Brooklyn,  NY",11211.0,40.714543,-73.949203
196,8699770856,21,0953A,592,Lorimer St,"Brooklyn,  NY",11211.0,40.7146672,-73.9492576
197,8699770868,21,0953A,592,Lorimer St,"Brooklyn,  NY",11211.0,40.7146672,-73.9492576
198,8699770870,21,0956A,636,Lorimer St,"Brooklyn,  NY",11211.0,40.7159128,-73.9494692
199,8699770522,40,0707A,732,Lorimer St,"Brooklyn,  NY",11211.0,40.7189076,-73.9499452
200,8649427080,71,1237P,945,Lorimer St,"Brooklyn,  NY",11222.0,40.72432,-73.952444
201,8649427091,71,1242P,979,Lorimer St,"Brooklyn,  NY",11222.0,40.725232,-73.952905
202,8702766784,21,0910A,201,Manhattan Ave,"Brooklyn,  NY",11206.0,40.710763,-73.9454788
203,8702766796,21,0911A,201,Manhattan Ave,"Brooklyn,  NY",11206.0,40.710763,-73.9454788
204,8702766802,71,0912A,201,Manhattan Ave,"Brooklyn,  NY",11206.0,40.710763,-73.9454788
205,8702766747,21,0856A,245,Manhattan Ave,"Brooklyn,  NY",11211.0,40.7119743,-73.9457628
206,8702766772,21,0909A,295,Manhattan Ave,"Brooklyn,  NY",11211.0,40.71394979999999,-73.9461905
207,8636958880,21,1214P,317,Manhattan Ave,"Brooklyn,  NY",11211.0,40.7147422,-73.9463306
208,8699770900,21,1139A,335,Manhattan Ave,"Brooklyn,  NY",11211.0,40.7155017,-73.9464406
209,8670481285,21,1150A,379,Manhattan Ave,"Brooklyn,  NY",11211.0,40.71743559999999,-73.9468031
210,8670481297,70,1151A,379,Manhattan Ave,"Brooklyn,  NY",11211.0,40.71743559999999,-73.9468031
211,8670481182,21,1137A,400,Manhattan Ave,"Brooklyn,  NY",11211.0,40.7180476,-73.94647979999999
212,8670481170,21,1136A,404,Manhattan Ave,"Brooklyn,  NY",11211.0,40.7181955,-73.9464333
213,8708854786,71,1009A,657,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7244607,-73.95138490000001
214,8678424862,38,1012A,670,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7248192,-73.95125139999999
215,8678424989,38,0141P,717,Manhattan Ave,"Brooklyn,  NY",11222.0,40.725901,-73.952193
216,8678424990,74,0142P,717,Manhattan Ave,"Brooklyn,  NY",11222.0,40.725901,-73.952193
217,8678424874,38,1017A,720,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7260605,-73.95185150000002
218,8708854907,38,0140P,720,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7260605,-73.95185150000002
219,8708854890,38,0138P,736,Manhattan Ave,"Brooklyn,  NY",11222.0,40.726344,-73.95215
220,8699770406,71,0230P,739,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7263151,-73.9524675
221,8678424886,38,1022A,741,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7263403,-73.9525608
222,8611688661,38,0338P,757,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7267564,-73.9527201
223,8611688673,38,0340P,757,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7267564,-73.9527201
224,8678424977,38,0133P,788,Manhattan Ave,"Brooklyn,  NY",11222.0,40.72758959999999,-73.9527698
225,8611688685,70,0345P,795,Manhattan Ave,"Brooklyn,  NY",11222.0,40.72765,-73.95326360000001
226,8708854889,20,0130P,802,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7280179,-73.9529306
227,8708854798,38,1037A,849,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7289636,-73.9540124
228,8611688739,38,0527P,857,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7291684,-73.953951
229,8611688752,38,0531P,861,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7292265,-73.9541792
230,8698408369,19,1032A,887,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7298573,-73.9543348
231,8699770327,71,0202P,887,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7298573,-73.9543348
232,8677378388,38,1017A,918,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7307509,-73.9541026
233,8708854804,48,1125A,926,Manhattan Ave,"Brooklyn,  NY",11222.0,40.73104350000001,-73.954223
234,8678424953,38,1215P,937,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7312936,-73.9548677
235,8611688776,38,0550P,937,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7312936,-73.9548677
236,8718762013,21,0742A,992,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7329252,-73.9545297
237,8678424904,38,1135A,1007,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7333939,-73.95506739999999
238,8708854816,38,1135A,1007,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7333939,-73.95506739999999
239,8708854865,71,1209P,1013,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7335511,-73.95495079999999
240,8678424916,38,1138A,1018,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7336406,-73.9546101
241,8678424928,70,1139A,1018,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7336406,-73.9546101
242,8708854828,38,1139A,1025,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7339858,-73.955158
243,8708854830,70,1141A,1053,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7347741,-73.9551998
244,8708854841,70,1143A,1055,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7348154,-73.9552965
245,8678424941,38,1204P,1077,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7354534,-73.9554323
246,8702767156,19,0126P,1104,Manhattan Ave,"Brooklyn,  NY",11222.0,40.7362851,-73.9550196
247,8702767181,70,0137P,1150,Manhattan Ave,"Brooklyn,  NY",11222.0,40.73768,-73.9552235
248,8702767430,14,0558P,82,Maspeth Ave,"Brooklyn,  NY",11211.0,40.715608,-73.939758
249,1449725090,51,0120A,256,MCGUINNESS BLVD,"Brooklyn,  NY",11222.0,40.731068,-73.9512044
250,8699770285,71,0101P,293,McGuinness Blvd,"Brooklyn,  NY",11222.0,40.7321857,-73.95213749999999
251,8702767168,71,0130P,404,McGuinness Blvd,"Brooklyn,  NY",11222.0,40.7370399,-73.9522546
252,8699770534,70,0718A,240,Meeker Ave,"Brooklyn,  NY",11211.0,40.7158983,-73.95038430000001
253,8702766589,71,0649A,240,Meeker Ave,"Brooklyn,  NY",11211.0,40.7158983,-73.95038430000001
254,8724651898,68,1123A,240,Meeker Ave,"Brooklyn,  NY",11211.0,40.7158983,-73.95038430000001
255,8636958787,74,1015A,372,Meeker Ave,"Brooklyn,  NY",11211.0,40.7178372,-73.94762639999999
256,8636958799,71,1019A,372,Meeker Ave,"Brooklyn,  NY",11211.0,40.7178372,-73.94762639999999
257,8699770480,71,0430P,621,Meeker Ave,"Brooklyn,  NY",11222.0,40.7221985,-73.9415159
258,8699770492,74,0440P,667,Meeker Ave,"Brooklyn,  NY",11222.0,40.7228134,-73.94064929999999
259,1450764216,74,0815A,968,MEEKER AVE,"Brooklyn,  NY",11222.0,40.7273618,-73.9329843
260,8702767340,74,0332P,91,Metropolitan Ave,"Brooklyn,  NY",11249.0,40.7170233,-73.9633992
261,8636958891,19,1217P,650,Metropolitan Ave,"Brooklyn,  NY",11211.0,40.7140906,-73.9473156
262,8636958908,20,1218P,650,Metropolitan Ave,"Brooklyn,  NY",11211.0,40.7140906,-73.9473156
263,8699770340,71,0208P,106,Milton St,"Brooklyn,  NY",11222.0,40.7291226,-73.9562165
264,8699770339,71,0206P,118,Milton St,"Brooklyn,  NY",11222.0,40.7291265,-73.9557688
265,8702766826,74,0930A,17,Monitor St,"Brooklyn,  NY",11222.0,40.7194385,-73.9416267
266,8724651989,21,1145A,17,Monitor St,"Brooklyn,  NY",11222.0,40.7194385,-73.9416267
267,8724651990,21,1146A,17,Monitor St,"Brooklyn,  NY",11222.0,40.7194385,-73.9416267
268,8724652003,21,1147A,17,Monitor St,"Brooklyn,  NY",11222.0,40.7194385,-73.9416267
269,8724651977,21,1144A,21,Monitor St,"Brooklyn,  NY",11222.0,40.7197938,-73.94193489999999
270,8724651904,21,1136A,37,Monitor St,"Brooklyn,  NY",11222.0,40.7203744,-73.9417483
271,8724651916,21,1137A,37,Monitor St,"Brooklyn,  NY",11222.0,40.7203744,-73.9417483
272,8699770509,71,0534P,99,Monitor St,"Brooklyn,  NY",11222.0,40.7226749,-73.942354
273,8718761999,21,0739A,918,Monitor St,"Brooklyn,  NY",11222.0,40.7257893,-73.942633
274,8718762001,21,0740A,952,Monitor St,"Brooklyn,  NY",11222.0,40.7257893,-73.942633
275,8708932281,70,0105P,398,Morgan Ave,"Brooklyn,  NY",11211.0,40.71776029999999,-73.9366252
276,8718761951,20,0716A,420,Morgan Ave,"Brooklyn,  NY",11222.0,40.718773,-73.9370062
277,8699770625,14,0809A,560,Morgan Ave,"Brooklyn,  NY",11222.0,40.7236694,-73.9391038
278,8702766887,71,1110A,640,Morgan Ave,"Brooklyn,  NY",11222.0,40.7265059,-73.9396107
279,8702766875,71,1109A,654,Morgan Ave,"Brooklyn,  NY",11222.0,40.7268883,-73.9394355
280,8702766899,20,1112A,670,Morgan Ave,"Brooklyn,  NY",11222.0,40.7271643,-73.9398843
281,8702766966,20,1217P,670,Morgan Ave,"Brooklyn,  NY",11222.0,40.7271643,-73.9398843
282,8677378297,71,0840A,142,N 10th St,"Brooklyn,  NY",11249.0,40.719724,-73.956777
283,8677378303,71,0842A,142,N 10th St,"Brooklyn,  NY",11249.0,40.719724,-73.956777
284,8611688624,71,0304P,190,N 10th St,"Brooklyn,  NY",11211.0,40.718686,-73.955109
285,8724652143,71,0346P,220,N 10th St,"Brooklyn,  NY",11211.0,40.7181437,-73.9539877
286,8722754039,16,1246P,113,N 3rd St,"Brooklyn,  NY",11249.0,40.7166436,-73.9613366
287,8722754040,14,0131P,119,N 4th St,"Brooklyn,  NY",11249.0,40.7167941,-73.96021019999999
288,8722754052,14,0219P,119,N 4th St,"Brooklyn,  NY",11249.0,40.7167941,-73.96021019999999
289,8725653714,16,0329P,123,N 4th St,"Brooklyn,  NY",11249.0,40.7167086,-73.9600839
290,8725653726,16,0331P,126,N 4th St,"Brooklyn,  NY",11249.0,40.7167273,-73.9605634
291,8722753965,71,1151A,159,N 4th St,"Brooklyn,  NY",11211.0,40.7158602,-73.9587133
292,8722753953,14,1108A,159,N 4th St,"Brooklyn,  NY",11211.0,40.7158602,-73.9587133
293,8702766700,20,0831A,230,N 4th St,"Brooklyn,  NY",11211.0,40.7147095,-73.95748619999999
294,8579222011,20,0808A,79,N 5th St,"Brooklyn,  NY",11249.0,40.7183,-73.960999
295,8725653763,20,0403P,48,N 6th St,"Brooklyn,  NY",11249.0,40.71958009999999,-73.962209
296,8725653775,20,0404P,50,N 6th St,"Brooklyn,  NY",11249.0,40.7194624,-73.9621925
297,8725653738,16,0337P,113,N 6th St,"Brooklyn,  NY",11249.0,40.7182973,-73.9597316
298,8611688508,40,0151P,141,N 6th St,"Brooklyn,  NY",11249.0,40.7177176,-73.9585702
299,8611688510,70,0203P,244,N 6th St,"Brooklyn,  NY",11211.0,40.7154081,-73.9556187
300,8725653751,16,0343P,154,N 7th St,"Brooklyn,  NY",11249.0,40.7179558,-73.9583239
301,8725653740,16,0341P,242,N 7th St,"Brooklyn,  NY",11211.0,40.7162581,-73.9554615
302,8611688582,71,0242P,205,N 9th St,"Brooklyn,  NY",11211.0,40.7180718,-73.9548138
303,8611688570,71,0239P,225,N 9th St,"Brooklyn,  NY",11211.0,40.7177573,-73.9541784
304,8611688569,71,0236P,238,N 9th St,"Brooklyn,  NY",11211.0,40.7170936,-73.9540383
305,8724652039,21,1151A,4,N Henry St,"Brooklyn,  NY",11222.0,40.7193912,-73.9422736
306,8724652040,21,1153A,27,N Henry St,"Brooklyn,  NY",11222.0,40.7199182,-73.9428064
307,8724652052,21,1154A,31,N Henry St,"Brooklyn,  NY",11222.0,40.720015,-73.94294409999999
308,8692589810,21,1219P,35,N Henry St,"Brooklyn,  NY",11222.0,40.720307,-73.94298599999999
309,8692589809,21,1218P,39,N Henry St,"Brooklyn,  NY",11222.0,40.72051039999999,-73.9428978
310,8699770388,71,0217P,49,Noble St,"Brooklyn,  NY",11222.0,40.72830159999999,-73.9590096
311,8699770390,71,0221P,99,Noble St,"Brooklyn,  NY",11222.0,40.7286925,-73.9567217
312,8708854877,38,0125P,156,Noble St,"Brooklyn,  NY",11222.0,40.7286293,-73.9541033
313,8702767077,71,1247P,122,Norman Ave,"Brooklyn,  NY",11222.0,40.7259164,-73.949736
314,8702767065,71,1245P,124,Norman Ave,"Brooklyn,  NY",11222.0,40.7259419,-73.94964410000001
315,8702767053,71,1241P,190,Norman Ave,"Brooklyn,  NY",11222.0,40.727039,-73.94645899999999
316,8702767041,71,1240P,192,Norman Ave,"Brooklyn,  NY",11222.0,40.727002,-73.946253
317,8708932270,71,1215P,212,Norman Ave,"Brooklyn,  NY",11222.0,40.7272902,-73.9452816
318,8702767028,71,1235P,215,Norman Ave,"Brooklyn,  NY",11222.0,40.7275655,-73.9451366
319,8702767016,20,1234P,215,Norman Ave,"Brooklyn,  NY",11222.0,40.7275655,-73.9451366
320,8702766759,21,0900A,1,Powers St,"Brooklyn,  NY",11211.0,40.71192509999999,-73.95085929999999
321,8692589718,21,1006A,141,Richardson St,"Brooklyn,  NY",11211.0,40.718851,-73.945757
322,8692589706,21,1005A,143,Richardson St,"Brooklyn,  NY",11211.0,40.718866,-73.945677
323,8692589690,21,1003A,150,Richardson St,"Brooklyn,  NY",11211.0,40.7185052,-73.94559199999999
324,8636958817,21,1136A,169,Richardson St,"Brooklyn,  NY",11222.0,40.7189612,-73.9442713
325,8636958830,71,1144A,192,Richardson St,"Brooklyn,  NY",11222.0,40.7188491,-73.9436563
326,8636958854,21,1151A,203,Richardson St,"Brooklyn,  NY",11222.0,40.7191204,-73.9428982
327,8636958842,46,1149A,210,Richardson St,"Brooklyn,  NY",11222.0,40.7188996,-73.942877
328,8699770960,21,1231P,241,Richardson St,"Brooklyn,  NY",11222.0,40.7192999,-73.941065
329,8724652015,21,1148A,241,Richardson St,"Brooklyn,  NY",11222.0,40.7192999,-73.941065
330,8724652027,21,1149A,241,Richardson St,"Brooklyn,  NY",11222.0,40.7192999,-73.941065
331,8718761940,14,0710A,242,Richardson St,"Brooklyn,  NY",11222.0,40.718913,-73.9412229
332,8692589846,14,1231P,242,Richardson St,"Brooklyn,  NY",11222.0,40.718913,-73.9412229
333,8692589822,20,1226P,284,Richardson St,"Brooklyn,  NY",11222.0,40.7194936,-73.9398179
334,8692589834,51,1228P,284,Richardson St,"Brooklyn,  NY",11222.0,40.7194936,-73.9398179
335,8702766681,74,0818A,123,Roebling St,"Brooklyn,  NY",11211.0,40.7148875,-73.9563039
336,8718761963,20,0724A,129,Russell St,"Brooklyn,  NY",11222.0,40.7248276,-73.9446616
337,8702767030,71,1237P,193,Russell St,"Brooklyn,  NY",11222.0,40.7272042,-73.94496610000002
338,1446452438,40,1030P,1530,SHERIDAN,"Brooklyn,  NY",10457.0,40.8414828,-73.9107825
339,8718762232,21,0937A,57,Skillman Ave,"Brooklyn,  NY",11211.0,40.7156267,-73.9493504
340,8718762244,21,0938A,65,Skillman Ave,"Brooklyn,  NY",11211.0,40.71570630000001,-73.9490477
341,8718762256,21,0939A,69,Skillman Ave,"Brooklyn,  NY",11211.0,40.71567539999999,-73.94889839999999
342,8718762268,21,0941A,105,Skillman Ave,"Brooklyn,  NY",11211.0,40.7158346,-73.9472141
343,8718762270,21,0942A,115,Skillman Ave,"Brooklyn,  NY",11211.0,40.7158964,-73.9467664
344,8718762281,21,0943A,121,Skillman Ave,"Brooklyn,  NY",11211.0,40.7158975,-73.9465712
345,8692589743,21,1140A,143,Skillman Ave,"Brooklyn,  NY",11211.0,40.7160594,-73.9454002
346,1452639280,71,0501P,34,THOMAS ST,"Brooklyn,  NY",11233.0,40.6840639,-73.91485569999999
347,1452639292,61,0503P,34,THOMAS ST,"Brooklyn,  NY",11233.0,40.6840639,-73.91485569999999
348,8702767004,71,1229P,68,Vandam St,"Brooklyn,  NY",11222.0,40.7271969,-73.93705609999999
349,8699770601,70,0801A,507,Vandervoort Ave,"Brooklyn,  NY",11222.0,40.7224418,-73.93732539999999
350,8643337948,19,0539P,104,West St,"Brooklyn,  NY",11222.0,40.7302241,-73.9591377
351,8708932384,19,0320P,104,West St,"Brooklyn,  NY",11222.0,40.7302241,-73.9591377
352,8708932372,19,0319P,104,West St,"Brooklyn,  NY",11222.0,40.7302241,-73.9591377
353,8699770182,82,1135A,122,West St,"Brooklyn,  NY",11222.0,40.7309551,-73.9592187
354,1449716301,98,1234P,60,WEST STREET,"Brooklyn,  NY",11222.0,40.7286056,-73.9587196
355,8692589640,21,0955A,84,Withers St,"Brooklyn,  NY",11211.0,40.7167967,-73.94878349999999
356,8692589652,21,0957A,106,Withers St,"Brooklyn,  NY",11211.0,40.7169222,-73.9478135
357,8692589664,21,0958A,106,Withers St,"Brooklyn,  NY",11211.0,40.7169222,-73.9478135
358,8692589676,21,1000A,125,Withers St,"Brooklyn,  NY",11211.0,40.7173203,-73.9470786
359,8692589688,21,1001A,127,Withers St,"Brooklyn,  NY",11211.0,40.71730730000001,-73.94698679999999
360,8670481273,21,1149A,145,Withers St,"Brooklyn,  NY",11211.0,40.7173834,-73.946158
361,8636958878,21,1202P,151,Withers St,"Brooklyn,  NY",11211.0,40.7174215,-73.9458825
362,8670481261,21,1148A,159,Withers St,"Brooklyn,  NY",11211.0,40.7174464,-73.9455151
363,8670481250,21,1146A,161,Withers St,"Brooklyn,  NY",11211.0,40.717472,-73.9454232
364,8692589858,72,1237P,173,Woodpoint Rd,"Brooklyn,  NY",11211.0,40.716727,-73.941684
365,8702767442,14,0615P,80,Wythe Ave,"Brooklyn,  NY",11249.0,40.7220266,-73.9580734
366,8579222000,16,0758A,175,Wythe Ave,"Brooklyn,  NY",11249.0,40.71838,-73.961265
367,8677378285,70,0826A,185,Wythe Ave,"Brooklyn,  NY",11249.0,40.7180815,-73.961806
368,8702766711,20,0833A,230,Wythe Ave,"Brooklyn,  NY",11249.0,40.7177982,-73.9624851
369,8677378273,71,0823A,268,Wythe Ave,"Brooklyn,  NY",11249.0,40.7169235,-73.9633831
370,8677378261,71,0819A,324,Wythe Ave,"Brooklyn,  NY",11249.0,40.7152269,-73.9648509
371,8677378250,71,0815A,355,Wythe Ave,"Brooklyn,  NY",11249.0,40.7126654,-73.96563359999999
372,8677378248,74,0808A,473,Wythe Ave,"Brooklyn,  NY",11249.0,40.7082027,-73.9670235
