Pharmacy-Name,Phone,Credential,Location,Address,City,State,Zip,CredentialId,Zip Code,Counties,Planning Regions,Town Index
WALGREENS #06503,(203) 876-7643,PCY.0001810,"541 BRIDGEPORT AVE
CT 06460-4203
(41.206888, -73.088806)",541 BRIDGEPORT AVE,MILFORD,CT,06460-4203,316867,193,1044,7,84
WALGREENS #06474,(203) 752-9893,PCY.0001778,"88 YORK ST
CT 06511-5619
(41.306019, -72.933447)",88 YORK ST,NEW HAVEN,CT,06511-5619,279100,275,1044,7,93
WALGREENS #06308,(203) 845-0457,PCY.0001767,"55 WESTPORT AVE
CT 06851-3931
(41.121989, -73.404265)",55 WESTPORT AVE,NORWALK,CT,06851-3931,258118,87,1040,9,103
WALGREENS #05949,(860) 482-5621,PCY.0001782,"28 E ELM ST
CT 06790-5016
(41.811873, -73.120764)",28 E ELM ST,TORRINGTON,CT,06790-5016,283208,122,1042,6,143
WALGREENS #05948,(203) 639-8166,PCY.0001769,"425 W MAIN ST
CT 06451-3816
(41.539972, -72.817677)",425 W MAIN ST,MERIDEN,CT,06451-3816,258891,226,1044,7,80
WALGREENS #05723,(203) 334-6978,PCY.0001418,"960 NORTH AVE
CT 06606-5750
(41.191272, -73.197473)",960 NORTH AVE,BRIDGEPORT,CT,06606-5750,38883,172,1040,2,15
WALGREENS  #05407,(860) 649-8899,PCY.0001247,"295 MAIN ST
CT 06040-4128
(41.782905, -72.523)",295 MAIN ST,MANCHESTER,CT,06040-4128,38245,263,1041,1,77
WALGREENS #05406,(203) 230-2803,PCY.0001768,"1191 DIXWELL AVE
CT 06514-4733
(41.345324, -72.934147)",1191 DIXWELL AVE,HAMDEN,CT,06514-4733,258886,197,1044,7,62
WALGREENS #05134,(860) 658-0479,PCY.0001029,"540 BUSHY HILL RD
CT 06070-2925
(41.81833, -72.866681)",540 BUSHY HILL RD,SIMSBURY,CT,06070-2925,37986,18,1041,1,128
WALGREENS #04490,(860) 721-7224,PCY.0000951,"1100 SILAS DEANE HWY
CT 06109-4232
(41.691923, -72.656144)",1100 SILAS DEANE HWY,WETHERSFIELD,CT,06109-4232,37780,261,1041,1,159
WALGREENS #03944,(203) 481-0386,PCY.0000997,"329 E MAIN ST
CT 06405-3106
(41.292868, -72.785292)",329 E MAIN ST,BRANFORD,CT,06405-3106,37798,170,1044,7,14
WALGREENS #03827,(860) 522-5005,PCY.0000958,"161 WASHINGTON ST
CT 06106-2464
(41.757799, -72.682328)",161 WASHINGTON ST,HARTFORD,CT,06106-2464,359708,182,1041,1,64
WALGREENS #03579,(203) 389-2143,PCY.0000131,"1471 WHALLEY AVE
CT 06515-1153
(41.334125, -72.976393)",1471 WHALLEY AVE,NEW HAVEN,CT,06515-1153,36904,240,1044,7,93
WALGREENS #03523,(203) 791-0405,PCY.0001577,"75 MAIN ST
CT 06810-7802
(41.390774, -73.448122)",75 MAIN ST,DANBURY,CT,06810-7802,165889,1,1040,9,34
WALGREENS #03359,(203) 377-2851,PCY.0001539,"1606 BARNUM AVE
CT 06614-5301
(41.19494, -73.141788)",1606 BARNUM AVE,STRATFORD,CT,06614-5301,228049,178,1040,2,138
WALGREENS #03192,(203) 757-6010,PCY.0001521,"649 W MAIN ST
CT 06702-1082
(41.558281, -73.05128)",649 W MAIN ST,WATERBURY,CT,06702-1082,39125,167,1044,4,151
WALGREENS #02976,(860) 885-0389,PCY.0001471,"399 W MAIN ST
CT 06360-5414
(41.520782, -72.092373)",399 W MAIN ST,NORWICH,CT,06360-5414,39099,14,1045,8,104
WALGREENS #02858,(860) 346-7372,PCY.0001511,"633 WASHINGTON ST
CT 06457-2542
(41.555009, -72.672766)",633 WASHINGTON ST,MIDDLETOWN,CT,06457-2542,39120,236,1043,3,83
WALGREENS #02410,(203) 230-0610,PCY.0001395,"1697 WHITNEY AVE
CT 06517-1928
(41.360647, -72.909431)",1697 WHITNEY AVE,HAMDEN,CT,06517-1928,241512,198,1044,7,62
WALGREENS #02228,(860) 633-4186,PCY.0002112,"2900 MAIN ST
CT 06033-1027
(41.722464, -72.614772)",2900 MAIN ST,GLASTONBURY,CT,06033-1027,499977,90,1041,1,54
WALGREENS #01977,(860) 896-1485,PCY.0002013,"188 UNION ST
CT 06066-2429
(41.868477, -72.464998)",188 UNION ST,VERNON,CT,06066-2429,414164,248,38,1,146
WALGREENS #01873,(203) 655-8904,PCY.0000973,"138 HEIGHTS RD
CT 06820-4119
(41.069088, -73.493943)",138 HEIGHTS RD,DARIEN,CT,06820-4119,246051,5,1040,9,35
WALGREENS #01826,(860) 236-1988,PCY.0001135,"324 N MAIN ST
CT 06117-2675
(41.78371, -72.746751)",324 N MAIN ST,WEST HARTFORD,CT,06117-2675,38019,181,1041,1,155
WALGREENS #01824,(860) 741-3503,PCY.0001267,"30 HAZARD AVE
CT 06082-3713
(41.989731, -72.579224)",30 HAZARD AVE,ENFIELD,CT,06082-3713,38439,108,1041,1,49
WALGREENS #01455,(203) 453-1619,PCY.0001985,"1116 BOSTON POST RD
CT 06437-2624
(41.287615, -72.687132)",1116 BOSTON POST RD,GUILFORD,CT,06437-2624,405763,201,1044,7,60
WALGREENS #01451,(203) 878-7265,PCY.0001950,"1083 BOSTON POST RD
CT 06460-3550
(41.233253, -73.043097)",1083 BOSTON POST RD,MILFORD,CT,06460-3550,392857,193,1044,7,84
VISELS DRUG STORE,(203) 562-6878,PCY.0000089,"714 DIXWELL AVE
CT 06511-1038
(41.332663, -72.935206)",714 DIXWELL AVE,NEW HAVEN,CT,06511-1038,36896,275,1044,7,93
UTLEY & JONES PHARMACY INC,(860) 887-2538,PCY.0000001,"112 LAFAYETTE ST
CT 06360-2737
(41.54127, -72.087845)",112 LAFAYETTE ST,NORWICH,CT,06360-2737,36879,14,1045,8,104
UNITY PHARMACY PARK AVE,(732) 857-1052,PCY.0002354,"564 PARK AVE
A, CT 06604-5039
(41.169775, -73.19467)",564 PARK AVE # A,BRIDGEPORT,CT,06604-5039,1417343,172,1040,2,15
UNITY PHARMACY,(203) 955-1781,PCY.0002282,"1326 POST RD
CT 06824-6012
(41.142235, -73.255675)",1326 POST RD,FAIRFIELD,CT,06824-6012,1188316,111,1040,2,51
UNCAS PHARMACY,(860) 889-8413,PCY.0000514,"20 TOWN STREET
CT 06360
(41.545877, -72.09001)",20 TOWN STREET,NORWICH,CT,6360,245285,14,1045,8,104
TRUMBULL PHARMACY LLC,203-880-9954,PCY.0002336,"10 BROADWAY
BLDG B, CT 06611-1302
(41.277721, -73.227215)",10 BROADWAY BLDG B,TRUMBULL,CT,06611-1302,1357638,76,1040,2,144
TOWNE PHARMACY,(203) 488-1631,PCY.0000457,"1012 MAIN ST
CT 06405-3730
(41.281805, -72.81119)",1012 MAIN ST,BRANFORD,CT,06405-3730,37326,170,1044,7,14
TOWNE APOTHECARY LLC,(203) 266-7801,PCY.0001133,"95 MAIN ST S
CT 06751-2004
(41.634565, -73.208822)",95 MAIN ST S,BETHLEHEM,CT,06751-2004,38018,50,1042,4,10
THE WESTON CENTER PHARMACY,(203) 226-7800,PCY.0002098,"190 WESTON RD
CT 06883-2126
(41.202358, -73.381734)",190 WESTON RD,WESTON,CT,06883-2126,478003,85,1040,9,157
SWC PHARMACY CORP,(203) 899-0708,PCY.0001681,"120 CONNECTICUT AVE
CT 06854-1525
(41.105546, -73.427989)",120 CONNECTICUT AVE,NORWALK,CT,06854-1525,154037,155,1040,9,103
SUBURBAN PHARMACY LTC INC,(860) 882-1808,PCY.0002051,"342 N MAIN ST
CT 06117-2500
(41.785187, -72.746917)",342 N MAIN ST STE 70,WEST HARTFORD,CT,06117-2500,435650,181,1041,1,155
ST VINCENTS OUTPATIENT PHARMACY,(203) 576-5713,PCY.0002237,"2800 MAIN ST
CT 06606-4201
(41.200083, -73.202486)",2800 MAIN ST,BRIDGEPORT,CT,06606-4201,1065025,74,1040,2,15
STOP & SHOP SUPERMARKET #635,(203) 732-3907,PCY.0001371,"100 DIVISION ST
CT 06401-2147
(41.331998, -73.08221)",100 DIVISION ST,ANSONIA,CT,06401-2147,38672,102,1044,4,37
STOP & SHOP PHARMACY #727,(860) 963-2642,PCY.0001598,"60 PROVIDENCE TURNPIKE
CT 06260
(41.925031, -71.876096)",60 PROVIDENCE TURNPIKE,PUTNAM,CT,6260,175371,39,39,5,116
STOP & SHOP PHARMACY #697,(860) 774-5301,PCY.0001555,"1094 KILLINGLY COMMONS DRIVE
CT 06241-2143
(41.842098, -71.88264)",1094 KILLINGLY COMMONS DRIVE,DAYVILLE,CT,06241-2143,340612,35,39,5,69
STOP & SHOP PHARMACY #696,(203) 931-9478,PCY.0002048,"460 ELM STREET
CT 06516
(41.272872, -72.957388)",460 ELM STREET,WEST HAVEN,CT,6516,433320,11,1044,7,156
STOP & SHOP PHARMACY #694,(203) 234-1757,PCY.0001745,"79 WASHINGTON AVE
CT 06473-1704
(41.39259, -72.858629)",79 WASHINGTON AVE,NORTH HAVEN,CT,06473-1704,227038,168,1044,7,101
STOP & SHOP PHARMACY #693,860-569-7135,PCY.0001505,"940 SILVER LN
CT 06118-1235
(41.765491, -72.602083)",940 SILVER LN,EAST HARTFORD,CT,06118-1235,39116,24,1041,1,43
STOP & SHOP PHARMACY #692,(203) 468-1113,PCY.0001220,"370 HEMINGWAY AVE
CT 06512-3240
(41.277503, -72.867582)",370 HEMINGWAY AVE,EAST HAVEN,CT,06512-3240,38233,130,1044,7,44
STOP & SHOP PHARMACY #689,860-645-8050,PCY.0001452,"286 BROAD ST
CT 06040-4049
(41.779859, -72.534459)",286 BROAD ST,MANCHESTER,CT,06040-4049,38901,263,1041,1,77
STOP & SHOP PHARMACY #687,(203) 481-3392,PCY.0001280,"22 LEETES ISLAND RD
CT 06405-6514
(41.297749, -72.764773)",22 LEETES ISLAND RD,BRANFORD,CT,06405-6514,241635,170,1044,7,14
STOP & SHOP PHARMACY #684,860-620-9060,PCY.0001487,"505 N MAIN ST
CT 06489-2051
(41.614257, -72.873858)",505 N MAIN ST,SOUTHINGTON,CT,06489-2051,39106,176,1041,1,131
STOP & SHOP PHARMACY #683,(860) 355-3763,PCY.0001206,"180 DANBURY RD
CT 06776-4328
(41.550033, -73.418267)",180 DANBURY RD,NEW MILFORD,CT,06776-4328,246250,88,1042,9,96
STOP & SHOP PHARMACY #682,(860) 445-8807,PCY.0001297,"220 ROUTE
CT 06340",220 ROUTE 12,GROTON,CT,6340,38451,,,,
STOP & SHOP PHARMACY #679,(203) 597-1498,PCY.0001269,"240 CHASE AVE
CT 06704-2237
(41.58102, -73.033669)",240 CHASE AVE,WATERBURY,CT,06704-2237,38440,276,1044,4,151
STOP & SHOP PHARMACY #675,(203) 755-9538,PCY.0001781,"920 WOLCOTT ST
CT 06705-1300
(41.565747, -73.008362)",920 WOLCOTT ST,WATERBURY,CT,06705-1300,277465,276,1044,4,151
STOP & SHOP PHARMACY #674,8604567240,PCY.0001248,"1391 MAIN ST
CT 06226-1949
(41.716057, -72.230877)",1391 MAIN ST,WILLIMANTIC,CT,06226-1949,38430,207,39,8,163
STOP & SHOP PHARMACY #670,(203) 372-6538,PCY.0001707,"4531 MAIN ST
CT 06606-1846
(41.222061, -73.21803)",4531 MAIN ST,BRIDGEPORT,CT,06606-1846,214917,74,1040,2,15
STOP & SHOP PHARMACY #665,(860) 739-5957,PCY.0001829,"248 FLANDERS RD
CT 06357-1264
(41.357336, -72.210375)",248 FLANDERS RD,NIANTIC,CT,06357-1264,328383,278,1045,8,45
STOP & SHOP PHARMACY #663,(203) 877-1912,PCY.0001622,"1360 E TOWN RD
CT 06460-3623
(41.236201, -73.031699)",1360 E TOWN RD,MILFORD,CT,06460-3623,45735,193,1044,7,84
STOP & SHOP PHARMACY #662,203-849-8735,PCY.0001574,"380 MAIN AVE
CT 06851-1553
(41.141317, -73.425784)",380 MAIN AVE,NORWALK,CT,06851-1553,167371,87,1040,9,103
STOP & SHOP PHARMACY #659,203-798-0735,PCY.0001249,"72 NEWTOWN RD
CT 06810-6254
(41.40563, -73.419778)",72 NEWTOWN RD,DANBURY,CT,06810-6254,38431,1,1040,9,34
STOP & SHOP PHARMACY #658,2038342204,PCY.0001849,"5 RIVER ROAD
CT 06897
(41.190978, -73.430411)",5 RIVER ROAD,WILTON,CT,6897,351206,212,1040,9,161
STOP & SHOP PHARMACY #657,(860) 274-7461,PCY.0001794,"763 STRAITS TPKE
CT 06795-3318
(41.572009, -73.099253)",763 STRAITS TPKE,WATERTOWN,CT,06795-3318,289907,269,1042,4,153
STOP & SHOP PHARMACY #656,(203) 438-0340,PCY.0001926,"125 DANBURY ROAD; ROUTE
CT 06877
(41.294583, -73.492898)",125 DANBURY ROAD; ROUTE #35,RIDGEFIELD,CT,6877,387749,43,1040,9,118
STOP & SHOP PHARMACY #654,(203) 238-1261,PCY.0001729,"485 BROAD ST
CT 06450-5801
(41.533258, -72.792516)",485 BROAD ST,MERIDEN,CT,06450-5801,223411,199,1044,7,80
STOP & SHOP PHARMACY #650,203-254-8538,PCY.0001651,"1160 KING'S HIGHWAY
CUTOFF, CT 06430
(39.815472, -89.670785)",1160 KING'S HIGHWAY CUTOFF,FAIRFIELD,CT,6430,188609,,1798,,
STOP & SHOP PHARMACY #648,(203) 389-8863,PCY.0001470,"112 AMITY RD
CT 06515-1405
(41.338079, -72.979877)",112 AMITY RD,NEW HAVEN,CT,06515-1405,39098,240,1044,7,93
STOP & SHOP PHARMACY #647,(203) 876-0654,PCY.0001747,"855 BRIDGEPORT AVE
CT 06460-3171
(41.21283, -73.078157)",855 BRIDGEPORT AVE,MILFORD,CT,06460-3171,230523,193,1044,7,84
STOP & SHOP PHARMACY #645,(860) 348-9830,PCY.0001761,"1309 CORBIN AVE
CT 06053-3857
(41.669384, -72.805828)",1309 CORBIN AVE,NEW BRITAIN,CT,06053-3857,243636,110,1041,1,89
STOP & SHOP PHARMACY #644,(203) 797-8476,PCY.0001375,"44 LAKE AVENUE EXT
CT 06811-5244
(41.38654, -73.487638)",44 LAKE AVENUE EXT,DANBURY,CT,06811-5244,38675,60,1040,9,34
STOP & SHOP PHARMACY #642,(860) 583-9213,PCY.0001676,"747 PINE ST
CT 06010-6959
(41.668884, -72.89558)",747 PINE ST,BRISTOL,CT,06010-6959,157733,219,1041,4,17
STOP & SHOP PHARMACY #640,203-299-1718,PCY.0001688,"385 CONNECTICUT AVE
CT 06854-1805
(41.100367, -73.440807)",385 CONNECTICUT AVE,NORWALK,CT,06854-1805,200353,155,1040,9,103
STOP & SHOP PHARMACY #639,2033755717,PCY.0001320,"200 E MAIN ST
CT 06614-5114
(41.20238, -73.117459)",200 E MAIN ST,STRATFORD,CT,06614-5114,38464,218,1040,2,138
STOP & SHOP PHARMACY #637,(203) 356-0126,PCY.0001642,"2200 BEDFORD ST
CT 06905-3905
(41.06854, -73.544635)",2200 BEDFORD ST,STAMFORD,CT,06905-3905,185419,84,1040,9,135
STOP & SHOP PHARMACY #636,2032700827,PCY.0001394,"228 SOUTH MAIN STREET
CT 06470
(41.373447, -73.271551)",228 SOUTH MAIN STREET,NEWTOWN,CT,6470,38871,153,1040,9,97
STOP & SHOP PHARMACY #634,(860) 232-8861,PCY.0001520,"150 NEW PARK AVE
CT 06106-2159
(41.75245, -72.709485)",150 NEW PARK AVE,HARTFORD,CT,06106-2159,39124,182,1041,1,64
STOP & SHOP PHARMACY #632,(860) 563-4462,PCY.0001307,"80 TOWN LINE ROAD
CT 06067
(41.682422, -72.657347)",80 TOWN LINE ROAD,ROCKY HILL,CT,6067,38456,189,1041,1,159
STOP & SHOP PHARMACY #629,2039293887,PCY.0001187,"898 BRIDGEPORT AVENUE
CT 06484
(41.264354, -73.133516)",898 BRIDGEPORT AVENUE,SHELTON,CT,6484,283056,217,1040,4,126
STOP & SHOP PHARMACY #625,(860) 738-2707,PCY.0001595,"200 NEW HARTFORD RD
CT 06098-3373
(41.90999, -73.048905)",200 NEW HARTFORD RD,WINSTED,CT,06098-3373,172022,49,1042,6,162
STOP & SHOP PHARMACY #622,8604892433,PCY.0001397,"211 HIGH ST
CT 06790-6301
(41.800054, -73.128701)",211 HIGH ST,TORRINGTON,CT,06790-6301,38873,122,1042,6,143
STOP & SHOP PHARMACY #621,(203) 262-4559,PCY.0002018,"100 MAIN ST N
CT 06488-3839
(41.478547, -73.212925)",100 MAIN ST N,SOUTHBURY,CT,06488-3839,416692,99,1044,4,130
STOP & SHOP PHARMACY #620,(203) 261-3691,PCY.0001679,"100 QUALITY ST
CT 06611-3143
(41.256075, -73.215736)",100 QUALITY ST,TRUMBULL,CT,06611-3143,154960,76,1040,2,144
STOP & SHOP PHARMACY #618,(203) 755-5814,PCY.0001439,"410 REIDVILLE DR
CT 06705-2660
(41.5388, -72.999166)",410 REIDVILLE DR,WATERBURY,CT,06705-2660,245847,241,1044,4,151
STOP & SHOP PHARMACY #615,(860) 887-1615,PCY.0000937,"42 TOWN ST
CT 06360-2316
(41.546508, -72.091505)",42 TOWN ST,NORWICH,CT,06360-2316,37774,14,1045,8,104
STOP & SHOP PHARMACY #614,860-828-0772,PCY.0002004,"1135 FARMINGTON AVE
CT 06037-5200
(41.629095, -72.757383)",1135 FARMINGTON AVE,BERLIN,CT,06037-5200,412188,253,1041,1,7
STOP & SHOP PHARMACY #613,(860) 871-1053,PCY.0001645,"10 PITKIN RD
CT 06066-4709
(41.830649, -72.492605)",10 PITKIN RD,VERNON,CT,06066-4709,187385,248,38,1,146
STOP & SHOP PHARMACY #611,860-844-8346,PCY.0001793,"120 SALMON BROOK ST
CT 06035-2604
(41.935283, -72.790567)",120 SALMON BROOK ST,GRANBY,CT,06035-2604,289905,221,1041,1,56
STOP & SHOP PHARMACY #608,8605372570,PCY.0001599,"99 LINWOOD AVE
CT 06415-1159
(41.572306, -72.33562)",99 LINWOOD AVE,COLCHESTER,CT,06415-1159,175335,235,1045,8,28
STOP & SHOP PHARMACY #607,(860) 651-9843,PCY.0001486,"498 BUSHY HILL RD
CT 06070-2931
(41.820736, -72.864549)",498 BUSHY HILL RD,SIMSBURY,CT,06070-2931,39105,18,1041,1,128
STOP & SHOP PHARMACY #606,860-635-6303,PCY.0001225,"35 SHUNPIKE RD
CT 06416-2414
(41.602303, -72.676099)",35 SHUNPIKE RD,CROMWELL,CT,06416-2414,38237,165,1043,3,33
STOP & SHOP PHARMACY #605,,PCY.0001821,"55 OAK STREET
CT 06033
(41.707078, -72.592758)",55 OAK STREET,GLASTONBURY,CT,6033,319465,90,1041,1,54
STOP & SHOP PHARMACY #603,203-881-2756,PCY.0001763,"15 FRANKLIN ST
CT 06483-2809
(41.400614, -73.072106)",15 FRANKLIN ST,SEYMOUR,CT,06483-2809,245610,239,1044,4,124
STOP & SHOP PHARMACY #600,(203) 248-9631,PCY.0001565,"2335 DIXWELL AVE
CT 06514-2100
(41.372994, -72.916778)",2335 DIXWELL AVE,HAMDEN,CT,06514-2100,134308,197,1044,7,62
STOP & SHOP PHARMACY #2614,(860) 870-6255,PCY.0001551,"50 WINDSORVILLE RD
CT 06066-2385
(41.865032, -72.482059)",50 WINDSORVILLE RD,VERNON,CT,06066-2385,74160,248,38,1,146
STOP & SHOP PHARMACY #2613,860-594-7123,PCY.0001586,"206 KITTS LN
CT 06111-4250
(41.682657, -72.709471)",206 KITTS LN,NEWINGTON,CT,06111-4250,172482,86,1041,1,94
STOP & SHOP PHARMACY #2612,(203) 312-9818,PCY.0001860,"25 ROUTE
CT 06812-4615",25 ROUTE 39,NEW FAIRFIELD,CT,06812-4615,360302,,,,
STOP & SHOP PHARMACY #2611,(860) 267-2771,PCY.0002072,"11 E HIGH ST
CT 06424-1022
(41.583136, -72.504129)",11 E HIGH ST,EAST HAMPTON,CT,06424-1022,446179,273,1043,3,42
STOP & SHOP PHARMACY #2605,(860) 741-2200,PCY.0001345,"54 HAZARD AVE
CT 06082-3845
(41.989505, -72.574563)",54 HAZARD AVE,ENFIELD,CT,06082-3845,38655,108,1041,1,49
STOP & SHOP #695,(203) 272-5993,PCY.0001994,"275 HIGHLAND AVE
CT 06410-2522
(41.505685, -72.900364)",275 HIGHLAND AVE,CHESHIRE,CT,06410-2522,408344,63,1044,4,25
STOP & SHOP #688,(860) 388-6461,PCY.0001357,"105 ELM ST
CT 06475-4132
(41.53234, -72.797805)",105 ELM ST,OLD SAYBROOK,CT,06475-4132,249867,199,1044,7,80
STOP & SHOP #667,(860) 444-6772,PCY.0001260,"117 BOSTON POST RD
CT 06385-2400
(41.34205, -72.124278)",117 BOSTON POST RD,WATERFORD,CT,06385-2400,241634,140,1045,8,152
STOP & SHOP #653,(203) 254-9461,PCY.0001426,"1790 POST RD E
CT 06880-5607
(41.138347, -73.30227)",1790 POST RD E,WESTPORT,CT,06880-5607,38886,179,1040,9,158
STOP & SHOP #652,(860) 669-6636,PCY.0001232,"215 E MAIN ST
CT 06413-2200
(41.272692, -72.506861)",215 E MAIN ST,CLINTON,CT,06413-2200,249883,271,1043,3,27
STOP & SHOP #638,(203) 265-6400,PCY.0001358,"930 N COLONY RD
CT 06492-2471
(41.483613, -72.809856)",930 N COLONY RD,WALLINGFORD,CT,06492-2471,38661,195,1044,7,148
STOP & SHOP #631,3013414387,PCY.0001596,"215 GLASTONBURY BLVD
CT 06033-4408
(41.721089, -72.623445)",215 GLASTONBURY BLVD,GLASTONBURY,CT,06033-4408,172001,90,1041,1,54
STOP & SHOP #630,(860) 667-8380,PCY.0001454,"44 FENN RD
CT 06111-2212
(41.698061, -72.756446)",44 FENN RD,NEWINGTON,CT,06111-2212,38903,86,1041,1,94
STOP & SHOP #628,(860) 582-5674,PCY.0001315,"597 FARMINGTON AVE
CT 06010-3932
(41.690427, -72.924037)",597 FARMINGTON AVE,BRISTOL,CT,06010-3932,246463,219,1041,4,17
STOP & SHOP #624,(203) 245-7467,PCY.0001748,"136 SAMSON ROCK DR
CT 06443-3018
(41.278666, -72.596284)",136 SAMSON ROCK DR,MADISON,CT,06443-3018,230525,134,1044,7,76
STOP & SHOP #623,(860) 346-0160,PCY.0001429,"416 E MAIN ST
CT 06457-4555
(41.545851, -72.638978)",416 E MAIN ST,MIDDLETOWN,CT,06457-4555,245843,236,1043,3,83
STOP & SHOP #619,(860) 688-1744,PCY.0001597,"1095 KENNEDY RD
CT 06095-1339
(41.894047, -72.650724)",1095 KENNEDY RD,WINDSOR,CT,06095-1339,171992,19,1041,1,164
STOP & SHOP #610,(860) 956-0477,PCY.0001391,"1380 BERLIN TPKE
CT 06109-1093
(41.716934, -72.696077)",1380 BERLIN TPKE,WETHERSFIELD,CT,06109-1093,283272,261,1041,1,159
STOP & SHOP #604,(203) 729-4182,PCY.0001348,"727 RUBBER AVE
CT 06770-3642
(41.49262, -73.078807)",727 RUBBER AVE,NAUGATUCK,CT,06770-3642,246647,169,1044,4,88
STOLL'S PHARMACY,(203) 575-0199,PCY.0001330,"185 GROVE ST
CT 06710-2289
(41.55988, -73.042783)",185 GROVE ST,WATERBURY,CT,06710-2289,38469,9,1044,4,151
SIMPLY PHARMACY,(860) 865-1303,PCY.0002312,"92 BOSTON POST RD
CT 06385-2421
(41.341771, -72.121867)",92 BOSTON POST RD,WATERFORD,CT,06385-2421,1276408,140,1045,8,152
SHOPRITE PHARMACY OF WATERBURY,2037531718,PCY.0001125,"943 WOLCOTT ST
CT 06705-1301
(41.566909, -73.007624)",943 WOLCOTT ST,WATERBURY,CT,06705-1301,249885,276,1044,4,151
SHOPRITE PHARMACY OF NORWICH,(860) 859-9758,PCY.0002261,"634 W MAIN ST
CT 06360-6007
(41.515526, -72.102014)",634 W MAIN ST,NORWICH,CT,06360-6007,1150552,14,1045,8,104
SHOPRITE PHARMACY OF CLINTON,(860) 669-6619,PCY.0002169,"266 E MAIN ST
CT 06413-2254
(41.271017, -72.50094)",266 E MAIN ST,CLINTON,CT,06413-2254,921801,271,1043,3,27
SHOPRITE PHARMACY OF BRISTOL #308,860-584-5733,PCY.0001700,"1200 FARMINGTON AVE
CT 06010-4714
(41.697521, -72.903645)",1200 FARMINGTON AVE,BRISTOL,CT,06010-4714,212643,219,1041,4,17
SHOPRITE OF NEW LONDON,(860) 447-1194,PCY.0001743,"351 N FRONTAGE RD
CT 06320-2628
(41.370046, -72.118576)",351 N FRONTAGE RD,NEW LONDON,CT,06320-2628,225180,144,1045,8,95
SHARON PHARMACY,(860) 364-5272,PCY.0000294,"8 GAY ST
CT 06069-0116
(41.92314, -73.069718)",8 GAY ST,SHARON,CT,06069-0116,37117,49,1042,6,162
