Pharmacy-Name,Phone,Credential,Location,Address,City,State,Zip,CredentialId,Zip Code,Counties,Planning Regions,Town Index
CVS/PHARMACY #17071,(203) 859-3695,PCY.0001954,"25 BOSTON POST RD
CT 06477-3203
(41.279319, -72.986055)",25 BOSTON POST RD,ORANGE,CT,06477-3203,394019,196,1044,7,107
CVS/PHARMACY #17034,(203) 859-3491,PCY.0001896,"200 UNIVERSAL DR N
CT 06473-3156
(41.354797, -72.87176)",200 UNIVERSAL DR N,NORTH HAVEN,CT,06473-3156,381719,168,1044,7,101
CVS/PHARMACY #16925,(860) 616-0023,PCY.0001842,"3265 BERLIN TPKE
CT 06111-5101
(41.659738, -72.723399)",3265 BERLIN TPKE,NEWINGTON,CT,06111-5101,348647,86,1041,1,94
CVS/PHARMACY #16872,(203) 448-1030,PCY.0001897,"21 BROAD ST
CT 06901-2309
(41.055491, -73.541493)",21 BROAD ST,STAMFORD,CT,06901-2309,381727,7,1040,9,135
CVS/PHARMACY #16858,(203) 634-6060,PCY.0001859,"7 STONY HILL RD
CT 06801-1030
(41.416133, -73.402954)",7 STONY HILL RD,BETHEL,CT,06801-1030,361450,77,1040,9,9
CVS/PHARMACY #16712,(203) 634-6060,PCY.0001795,"474 CHAMBERLAIN HWY
CT 06451-1818
(41.552129, -72.813338)",474 CHAMBERLAIN HWY,MERIDEN,CT,06451-1818,286709,226,1044,7,80
CVS/PHARMACY #16633,(860) 348-9163,PCY.0001755,"475 HARTFORD RD
CT 06053-1524
(41.710689, -72.765624)",475 HARTFORD RD,NEW BRITAIN,CT,06053-1524,242630,110,1041,1,89
CVS PHARMACY #16614,(860) 443-3171,PCY.0001760,"900 HARTFORD TPKE
CT 06385-4246
(41.380206, -72.151509)",900 HARTFORD TPKE,WATERFORD,CT,06385-4246,241812,140,1045,8,152
CVS/PHARMACY #16603,(860) 741-8054,PCY.0001790,"90 ELM ST
CT 06082-3770
(41.997903, -72.583405)",90 ELM ST,ENFIELD,CT,06082-3770,288615,108,1041,1,49
CVS/PHARMACY #16597,(860) 327-0083,PCY.0001754,"125 BUCKLAND HILLS DR
CT 06042-8701
(41.808811, -72.550808)",125 BUCKLAND HILLS DR,MANCHESTER,CT,06042-8701,242023,161,1041,1,77
CVS PHARMACY #145,(860) 677-5047,PCY.0001544,"330 MAIN ST
CT 06032-2961
(41.704333, -72.843216)",330 MAIN ST,FARMINGTON,CT,06032-2961,50900,254,1041,1,52
CVS PHARMACY #135,(860) 567-0856,PCY.0001568,"266 WEST ST
CT 06759-3404
(41.745791, -73.201531)",266 WEST ST,LITCHFIELD,CT,06759-3404,134544,264,1042,6,74
CVS PHARMACY #133,(203) 255-1089,PCY.0001561,"698 POST RD
CT 06824-6247
(41.14795, -73.247154)",698 POST RD,FAIRFIELD,CT,06824-6247,134058,111,1040,2,51
CVS PHARMACY #1284,(860) 664-9337,PCY.0001554,"17 W MAIN ST
CT 06413-2034
(41.278697, -72.528412)",17 W MAIN ST,CLINTON,CT,06413-2034,74163,271,1043,3,27
CVS PHARMACY #1280,(203) 862-9320,PCY.0001432,"99 GREENWICH AVE
CT 06830-5511
(41.029308, -73.626423)",99 GREENWICH AVE,GREENWICH,CT,06830-5511,38890,6,1040,9,57
CVS PHARMACY #1276,(860) 584-8998,PCY.0001473,"81 NORTH ST
CT 06010-4152
(41.68128, -72.946285)",81 NORTH ST,BRISTOL,CT,06010-4152,39100,219,1041,4,17
CVS PHARMACY #1268,(860) 443-1244,PCY.0001489,"106 BOSTON POST RD
CT 06385-2426
(41.341993, -72.123903)",106 BOSTON POST RD,WATERFORD,CT,06385-2426,39107,140,1045,8,152
CVS PHARMACY #1244,(203) 758-3316,PCY.0000688,"26 WATERBURY RD
CT 06712-1215
(41.507264, -72.980826)",26 WATERBURY RD,PROSPECT,CT,06712-1215,37546,62,1044,4,115
CVS PHARMACY #1242,(860) 651-1440,PCY.0001422,"714 HOPMEADOW ST
CT 06070-2234
(41.872036, -72.802877)",714 HOPMEADOW ST,SIMSBURY,CT,06070-2234,246860,18,1041,1,128
CVS PHARMACY #1241,(203) 877-8127,PCY.0001424,"734 BRIDGEPORT AVE
CT 06460-3169
(41.210545, -73.081773)",734 BRIDGEPORT AVE,MILFORD,CT,06460-3169,233450,193,1044,7,84
CVS PHARMACY #124,(203) 723-1172,PCY.0001556,"98 BRIDGE ST
CT 06770-2822
(41.501055, -73.052556)",98 BRIDGE ST,NAUGATUCK,CT,06770-2822,73598,169,1044,4,88
CVS PHARMACY #123,(860) 388-1145,PCY.0001515,"519 BOSTON POST RD
CT 06475-1526
(41.299259, -72.375675)",519 BOSTON POST RD,OLD SAYBROOK,CT,06475-1526,39122,56,1043,3,106
CVS PHARMACY #1219,(203) 921-1313,PCY.0001529,"229 HOPE ST
CT 06906-1601
(41.068688, -73.526831)",229 HOPE ST,STAMFORD,CT,06906-1601,245056,44,1040,9,135
CVS PHARMACY #1213,(203) 966-6758,PCY.0001420,"94 PARK ST
CT 06840-5401
(41.146134, -73.49535)",94 PARK ST,NEW CANAAN,CT,06840-5401,258094,180,1040,9,90
CVS PHARMACY #1202,(860) 653-4221,PCY.0001484,"20 BANK ST
CT 06035-2302
(41.952045, -72.785463)",20 BANK ST,GRANBY,CT,06035-2302,342548,221,1041,1,56
CVS PHARMACY #1183,(860) 244-9424,PCY.0001450,"777 MAIN ST
CT 06103-2308
(41.765961, -72.673301)",777 MAIN ST,HARTFORD,CT,06103-2308,38900,82,1041,1,64
CVS PHARMACY #1180,(860) 678-8605,PCY.0001378,"358 W MAIN ST
CT 06001-3643
(41.815143, -72.860885)",358 W MAIN ST,AVON,CT,06001-3643,38678,46,1041,1,4
CVS PHARMACY #1166,(860) 298-5925,PCY.0001685,"219 BROAD ST
CT 06095-2904
(41.851697, -72.643576)",219 BROAD ST,WINDSOR,CT,06095-2904,129824,19,1041,1,164
CVS PHARMACY #1156,(860) 521-9877,PCY.0001461,"1240 FARMINGTON AVE
CT 06107-2618
(41.754654, -72.766351)",1240 FARMINGTON AVE,WEST HARTFORD,CT,06107-2618,225204,158,1041,1,155
CVS PHARMACY #1155,(860) 829-0800,PCY.0001367,"308 BERLIN TPKE
CT 06037-1506
(41.641344, -72.733507)",308 BERLIN TPKE,BERLIN,CT,06037-1506,38668,253,1041,1,7
CVS PHARMACY #1154,(203) 750-6901,PCY.0001585,"6 WILLARD RD
CT 06851-4414
(41.127394, -73.387624)",6 WILLARD RD,NORWALK,CT,06851-4414,172480,87,1040,9,103
CVS PHARMACY #1153,(203) 330-8278,PCY.0001435,"1875 BOSTON AVE
CT 06610-2623
(41.193272, -73.159776)",1875 BOSTON AVE,BRIDGEPORT,CT,06610-2623,38896,41,1040,2,15
CVS PHARMACY #1152,(860) 691-0380,PCY.0001392,"58 PENNSYLVANIA AVE
CT 06357-3230
(41.325988, -72.193166)",58 PENNSYLVANIA AVE,NIANTIC,CT,06357-3230,38686,31,1045,8,45
CVS PHARMACY #1151,(203) 596-0909,PCY.0001381,"464 REIDVILLE DR
CT 06705-2650
(41.539435, -72.997367)",464 REIDVILLE DR,WATERBURY,CT,06705-2650,225202,241,1044,4,151
CVS PHARMACY #1149,(203) 866-0949,PCY.0001370,"696 WEST AVE
CT 06850-3302
(41.11512, -73.415068)",696 WEST AVE,NORWALK,CT,06850-3302,38671,204,1040,9,103
CVS PHARMACY #1148,(203) 272-3255,PCY.0000654,"905 S MAIN ST
CT 06410-3418
(41.480358, -72.905657)",905 S MAIN ST,CHESHIRE,CT,06410-3418,37538,63,1044,4,25
CVS PHARMACY #1139,(203) 368-0944,PCY.0001576,"2610 E MAIN ST
CT 06610-1422
(41.210914, -73.179049)",2610 E MAIN ST,BRIDGEPORT,CT,06610-1422,165876,41,1040,2,15
CVS PHARMACY #1125,(860) 564-2111,PCY.0001393,"10 LATHROP RD
CT 06374-2030
(41.667186, -71.915196)",10 LATHROP RD,PLAINFIELD,CT,06374-2030,38870,36,39,5,109
CVS PHARMACY #1123,(203) 262-1831,PCY.0001388,"22 DEPOT HILL RD
CT 06488-2258
(41.475812, -73.217742)",22 DEPOT HILL RD,SOUTHBURY,CT,06488-2258,38685,99,1044,4,130
CVS PHARMACY #1109,(203) 794-9500,PCY.0001380,"7 DURANT AVE
CT 06801-1906
(41.373509, -73.414344)",7 DURANT AVE,BETHEL,CT,06801-1906,38679,77,1040,9,9
CVS PHARMACY #11072,(860) 231-9573,PCY.0000256,"344 N MAIN ST
CT 06117-2526
(41.785155, -72.746913)",344 N MAIN ST,WEST HARTFORD,CT,06117-2526,37111,181,1041,1,155
CVS PHARMACY #1102,(860) 243-8351,PCY.0001024,"341 COTTAGE GROVE RD
CT 06002-3148
(41.817624, -72.713663)",341 COTTAGE GROVE RD,BLOOMFIELD,CT,06002-3148,37984,224,1041,1,11
CVS PHARMACY #1101,(860) 568-1700,PCY.0000989,"16 MAIN ST
CT 06118-3208
(41.727907, -72.616753)",16 MAIN ST,EAST HARTFORD,CT,06118-3208,37794,24,1041,1,43
CVS PHARMACY # 11007,(203) 498-9442,PCY.0002352,"123 CHURCH ST
CT 06510-2001
(41.306238, -72.925632)",123 CHURCH ST,NEW HAVEN,CT,06510-2001,1408430,133,1044,7,93
CVS PHARMACY #1098,(860) 741-0751,PCY.0001020,"47 HAZARD AVE
CT 06082-3813
(41.989703, -72.576562)",47 HAZARD AVE,ENFIELD,CT,06082-3813,37803,108,1041,1,49
CVS PHARMACY #1097,(860) 482-8298,PCY.0001156,"661 MAIN ST
CT 06790-3602
(41.813859, -73.121464)",661 MAIN ST,TORRINGTON,CT,06790-3602,38210,122,1042,6,143
CVS PHARMACY #1089,(860) 290-2091,PCY.0001368,"20 BURNSIDE AVE
CT 06108-3403
(41.774302, -72.638702)",20 BURNSIDE AVE,EAST HARTFORD,CT,06108-3403,38669,119,1041,1,43
CVS PHARMACY #1080,(860) 443-5359,PCY.0001359,"817 BANK ST
CT 06320-3503
(41.348725, -72.10706)",817 BANK ST,NEW LONDON,CT,06320-3503,38662,144,1045,8,95
CVS PHARMACY #1070,(860) 623-2407,PCY.0000703,"90 MAIN ST
CT 06096-1913
(41.931169, -72.627541)",90 MAIN ST,WINDSOR LOCKS,CT,06096-1913,37548,21,1041,1,165
CVS PHARMACY #10605,(860) 684-0015,PCY.0002305,"37 W MAIN ST
CT 06076-1459
(41.955037, -72.31007)",37 W MAIN ST,STAFFORD SPRINGS,CT,06076-1459,1255563,34,38,1,134
CVS PHARMACY #1060,(860) 621-1996,PCY.0001351,"326 MAIN ST
CT 06489-2508
(41.594212, -72.879411)",326 MAIN ST,SOUTHINGTON,CT,06489-2508,38659,176,1041,1,131
CVS PHARMACY #1051,(203) 967-4600,PCY.0001343,"593 NEWFIELD AVE
CT 06905-3302
(41.080471, -73.5339)",593 NEWFIELD AVE,STAMFORD,CT,06905-3302,38654,84,1040,9,135
CVS PHARMACY #10462,,PCY.0002297,"720 BRANCHVILLE RD
CT 06877-6129
(41.267828, -73.442861)",720 BRANCHVILLE RD,RIDGEFIELD,CT,06877-6129,1227898,43,1040,9,118
CVS PHARMACY #1044,(203) 732-4495,PCY.0001132,"656 NEW HAVEN AVE
CT 06418-2528
(41.311391, -73.052964)",656 NEW HAVEN AVE,DERBY,CT,06418-2528,246060,196,1044,7,107
CVS PHARMACY #1043,(860) 644-4241,PCY.0001372,"525 BUCKLAND RD
CT 06074-3746
(41.825565, -72.553072)",525 BUCKLAND RD,SOUTH WINDSOR,CT,06074-3746,223842,89,1041,1,132
CVS PHARMACY #1038,(860) 236-9348,PCY.0001329,"1044 BOULEVARD
CT 06119-1801
(41.760184, -72.716333)",1044 BOULEVARD,WEST HARTFORD,CT,06119-1801,247224,251,1041,1,155
CVS PHARMACY #10367,,PCY.0000208,"930 WHITE PLAINS RD
CT 06611-4550
(41.245281, -73.197198)",930 WHITE PLAINS RD,TRUMBULL,CT,06611-4550,37100,76,1040,2,144
CVS PHARMACY #10317,(860) 429-1536,PCY.0002301,"8 ROYCE CIR
CT 06268-2258
(41.804579, -72.243234)",8 ROYCE CIR,STORRS MANSFIELD,CT,06268-2258,1239707,33,38,1,78
CVS PHARMACY #1028,8606217371,PCY.0001495,"724 QUEEN STREET
CT 06489
(41.635977, -72.873698)",724 QUEEN STREET,SOUTHINGTON,CT,6489,39109,176,1041,1,131
CVS PHARMACY #1027,(860) 887-5970,PCY.0001318,"372 W MAIN ST
CT 06360-5421
(41.520924, -72.092165)",372 W MAIN ST,NORWICH,CT,06360-5421,239701,14,1045,8,104
CVS PHARMACY #10130,(860) 228-3888,PCY.0002236,"110 MAIN ST
CT 06248-1518
(41.660338, -72.357976)",110 MAIN ST,HEBRON,CT,06248-1518,1056533,68,38,1,67
CVS PHARMACY #10100,(860) 273-3171,PCY.0002225,"151 FARMINGTON AVE
CT 06156-0001
(41.768046, -72.688425)",151 FARMINGTON AVE,HARTFORD,CT,06156-0001,1041043,23,1041,1,64
CVS PHARMACY #0943,(860) 456-5931,PCY.0001713,"1200 MAIN ST
CT 06226-1908
(41.713915, -72.224943)",1200 MAIN ST,WILLIMANTIC,CT,06226-1908,217504,207,39,8,163
CVS  #3719,203-363-0627,PCY.0002184,"11 FOREST ST
CT 06901-1877
(41.056934, -73.537152)",11 FOREST ST,STAMFORD,CT,06901-1877,944177,203,1040,9,135
CORNERSTONE PHARMACY,203-324-0251,PCY.0002241,"134 STILLWATER AVE
CT 06902-4839
(41.052001, -73.551872)",134 STILLWATER AVE,STAMFORD,CT,06902-4839,1077257,7,1040,9,135
CORNELL SCOTT - HILL HEALTH CENTER PHARMACY,2035033178,PCY.0001808,"428 Columbus Ave
CT 06519-1233
(41.297688, -72.940189)",428 Columbus Ave,NEW HAVEN,CT,06519-1233,317259,132,1044,7,93
CONNECTICUT PHARMACY MEDICAL SUPPLY,(203) 939-1790,PCY.0000434,"664 MAIN AVE
CT 06851-1162
(41.160278, -73.419006)",664 MAIN AVE UNIT B101,NORWALK,CT,06851-1162,37319,87,1040,9,103
CONNECTICUT PHARMACY EAST ROCK LTC,203-691-5405,PCY.0002218,"10 FAIRFIELD BLVD
CT 06492-5903
(41.487895, -72.789004)",10 FAIRFIELD BLVD UNIT 2C,WALLINGFORD,CT,06492-5903,1025321,195,1044,7,148
CONNECTICUT PHARMACY DIRECT,(203) 295-4629,PCY.0002331,"10 FAIRFIELD BLVD
UNIT C, CT 06492-5903
(41.487895, -72.789004)",10 FAIRFIELD BLVD UNIT C,WALLINGFORD,CT,06492-5903,1336533,195,1044,7,148
CONNECTICUT PHARMACY,(203) 518-1146,PCY.0002254,"664 MAIN AVE
CT 06851-1162
(41.160278, -73.419006)",664 MAIN AVE UNIT B102,NORWALK,CT,06851-1162,1132647,87,1040,9,103
"COMMUNITY HEALTH RX, INC.",(888) 908-1091,PCY.0002370,"469 MIGEON AVE
CT 06790-4643
(41.811799, -73.132462)",469 MIGEON AVE,TORRINGTON,CT,06790-4643,1495185,122,1042,6,143
COMMUNITY CARE PHARMACY INC,(860) 560-2000,PCY.0002272,"408 NEW BRITAIN AVE
CT 06106-3832
(41.740047, -72.696253)",408 NEW BRITAIN AVE,HARTFORD,CT,06106-3832,1170519,182,1041,1,64
"COMMUNITY, A WALGREENS PHARMACY#21185",(860) 595-1813,PCY.0002259,"100 RETREAT AVE
CT 06106-2528
(41.753267, -72.678849)",100 RETREAT AVE STE 102B,HARTFORD,CT,06106-2528,1142987,182,1041,1,64
"COMMUNITY, A WALGREENS PHARMACY #21180",(203) 753-1116,PCY.0001723,"60 BANK ST
CT 06702-2203
(41.57736, -73.412479)",60 BANK ST STE 100,WATERBURY,CT,06702-2203,219623,88,1042,9,96
CIRCLE CARE CENTER PHARMACY,(203) 957-3366,PCY.0002249,"618 WEST AVE
CT 06850-4008
(41.113555, -73.415538)",618 WEST AVE,NORWALK,CT,06850-4008,1117887,204,1040,9,103
CHARTER OAK HEALTH CENTER PHARMACY,(860) 550-7550,PCY.0001835,"21 GRAND ST
CT 06106-1541
(41.759422, -72.685508)",21 GRAND ST,HARTFORD,CT,06106-1541,337914,182,1041,1,64
CHAPEL STREET PHARMACY,(203) 522-1893,PCY.0002262,"1245 CHAPEL ST
CT 06511-4611
(41.309443, -72.936081)",1245 CHAPEL ST,NEW HAVEN,CT,06511-4611,1154425,275,1044,7,93
CANDLEWOOD DRUGS,203-312-9999,PCY.0002167,"11 ROUTE
CT 06812-4615",11 ROUTE 37,NEW FAIRFIELD,CT,06812-4615,919983,,,,
BUNKER HILL PHARMACY,(203) 574-7825,PCY.0000274,"256 BUNKER HILL AVE
CT 06708-2253
(41.569706, -73.064602)",256 BUNKER HILL AVE,WATERBURY,CT,06708-2253,37113,55,1044,4,151
BRIDGEPORT PHARMACY,(203) 367-9000,PCY.0002115,"978 E MAIN ST
CT 06608-1913
(41.187985, -73.18076)",978 E MAIN ST,BRIDGEPORT,CT,06608-1913,501289,2,1040,2,15
BRIDGEPORT CHEMISTS,(203) 367-3666,PCY.0000591,"1407 FAIRFIELD AVE
CT 06605-1928
(41.172842, -73.210472)",1407 FAIRFIELD AVE,BRIDGEPORT,CT,06605-1928,289336,214,1040,2,15
BRASS MILL PHARMACY LLC,(203) 997-2009,PCY.0002329,"1405 E MAIN ST
CT 06705-1081
(41.547599, -73.018974)",1405 E MAIN ST UNIT 3,WATERBURY,CT,06705-1081,1327027,241,1044,4,151
BRASSCITY PHARMACY INC,(203) 759-5000,PCY.0002302,"558 CHASE AVE
CT 06704-1947
(41.584598, -73.040568)",558 CHASE AVE STE 2B,WATERBURY,CT,06704-1947,1243943,276,1044,4,151
BORDONARO'S PHARMACY INC,(860) 342-3390,PCY.0000752,"283 MAIN ST
CT 06480-1856
(41.592043, -72.646168)",283 MAIN ST,PORTLAND,CT,06480-1856,37558,165,1043,3,33
BISSELL PHARMACY,(203) 438-6600,PCY.0000023,"23 GOVERNOR ST
CT 06877-4687
(41.280656, -73.496291)",23 GOVERNOR ST,RIDGEFIELD,CT,06877-4687,249877,43,1040,9,118
BIG Y WORLD CLASS MARKET #58,(860) 395-0515,PCY.0002295,"22 SPENCER PLAIN RD
CT 06475-4000
(41.287761, -72.417628)",22 SPENCER PLAIN RD,OLD SAYBROOK,CT,06475-4000,1220617,56,1043,3,106
BIG Y PHARMACY #87,(203) 484-9530,PCY.0002102,"1289 FOXON RD
CT 06471-1289
(41.326872, -72.779944)",1289 FOXON RD,NORTH BRANFORD,CT,06471-1289,488181,131,1044,7,99
BIG Y PHARMACY #82,203-791-9820,PCY.0002078,"81 STONY HILL RD
CT 06801-3038
(41.414051, -73.37831)",81 STONY HILL RD,BETHEL,CT,06801-3038,457835,77,1040,9,9
BIG Y PHARMACY #81,(860) 872-0369,PCY.0001983,"33 FIELDSTONE
COMMONS, CT 06084
(41.859396, -72.358981)",33 FIELDSTONE COMMONS,TOLLAND,CT,6084,404381,255,38,1,142
BIG Y PHARMACY #73,(860) 896-0264,PCY.0002041,"135 WEST ROAD
CT 06029
(41.888295, -72.463741)",135 WEST ROAD,ELLINGTON,CT,6029,431881,142,38,1,48
BIG Y PHARMACY #61,(860) 445-7719,PCY.0001203,"995 POQUONNOCK ROAD
CT 06340
(41.346324, -72.048843)",995 POQUONNOCK ROAD,GROTON,CT,6340,38224,243,1045,8,59
BIG Y PHARMACY #60,860-623-1407,PCY.0001788,"67 PROSPECT HILL RD
CT 06088-3605
(41.921132, -72.607761)",67 PROSPECT HILL RD,EAST WINDSOR,CT,06088-3605,285801,20,1041,1,47
BIG Y  PHARMACY #56,(860) 354-5554,PCY.0002160,"1 KENT RD
CT 06776-3405
(41.575324, -73.41912)",1 KENT RD,NEW MILFORD,CT,06776-3405,911596,88,1042,9,96
BIG Y PHARMACY #55,(203) 453-7446,PCY.0002219,"830 BOSTON POST RD
CT 06437-2701
(41.288566, -72.678716)",830 BOSTON POST RD,GUILFORD,CT,06437-2701,1026099,201,1044,7,60
BIG Y PHARMACY #5,(860) 536-5835,PCY.0001647,"79 STONINGTON RD
CT 06355-2931
(41.344565, -71.951223)",79 STONINGTON RD,MYSTIC,CT,06355-2931,187702,135,1045,8,137
BIG Y PHARMACY #45,(860) 645-7140,PCY.0001839,"234 TOLLAND TPKE
CT 06042-1744
(41.810929, -72.5153)",234 TOLLAND TPKE,MANCHESTER,CT,06042-1744,342845,161,1041,1,77
BIG Y PHARMACY #34,,PCY.0001863,"141 B Storrs Road
CT 06250
(41.738153, -72.198173)",141 B Storrs Road,Mansfield Center,CT,6250,363902,207,38,1,78
BIG Y PHARMACY #32,(203) 729-4124,PCY.0002193,"85 BRIDGE ST
CT 06770-2812
(41.501542, -73.051563)",85 BRIDGE ST,NAUGATUCK,CT,06770-2812,953885,169,1044,4,88
BIG Y PHARMACY #31,(860) 774-7437,PCY.0001288,"70 WAUREGAN ROAD
CT 06239
(41.793298, -71.884948)",70 WAUREGAN ROAD,DANIELSON,CT,6239,38447,71,39,5,69
BIG Y PHARMACY #30,(860) 886-1301,PCY.0001975,"224 SALEM TURNPIKE
CT 06360
(41.507436, -72.123584)",224 SALEM TURNPIKE,NORWICH,CT,6360,400245,14,1045,8,104
BIG Y PHARMACY #17,(860) 684-4597,PCY.0002093,"87 W STAFFORD RD
CT 06076-1044
(41.96893, -72.331198)",87 W STAFFORD RD,STAFFORD SPRINGS,CT,06076-1044,472358,34,38,1,134
BIG Y PHARMACY #109,860-467-9138,PCY.0002377,"7 E HAMPTON RD
CT 06447-1402
(41.630706, -72.460243)",7 E HAMPTON RD # RT 66,MARLBOROUGH,CT,06447-1402,1524433,222,1041,1,79
BIG Y # 84,203-386-1489,PCY.0002103,"355 HAWLEY LN
CT 06614-1514
(41.233693, -73.149639)",355 HAWLEY LN,STRATFORD,CT,06614-1514,488798,76,1040,2,144
BIG Y #59,(860) 489-0246,PCY.0002109,"504 WINSTED RD
CT 06790-2963
(41.826518, -73.112159)",504 WINSTED RD,TORRINGTON,CT,06790-2963,496778,122,1042,6,143
BERNEYS PHARMACY,(203) 562-4447,PCY.0002133,"615 HOWARD AVE
CT 06519-2112
(41.29768, -72.934225)",615 HOWARD AVE,NEW HAVEN,CT,06519-2112,520854,132,1044,7,93
BEACON PRESCRIPTIONS (TERRYVILLE),(860) 585-5158,PCY.0001399,"241 MAIN ST
CT 06786-5910
(41.679212, -73.013308)",241 MAIN ST,TERRYVILLE,CT,06786-5910,38874,53,1042,4,111
BEACON PRESCRIPTIONS #3,(860) 589-5587,PCY.0001016,"25 COLLINS RD
CT 06010-3893
(41.694697, -72.913212)",25 COLLINS RD,BRISTOL,CT,06010-3893,37800,219,1041,4,17
BEACON PRESCRIPTIONS,(860) 628-3972,PCY.0001334,"609 N MAIN ST
CT 06489-2051
(41.616168, -72.873318)",609 N MAIN ST,SOUTHINGTON,CT,06489-2051,38649,176,1041,1,131
BEACON PRESCRIPTIONS,(860) 583-1006,PCY.0001086,"57 SOUTH ST
CT 06010-6524
(41.667787, -72.945843)",57 SOUTH ST,BRISTOL,CT,06010-6524,38003,219,1041,4,17
BEACON PRESCRIPTIONS,(860) 225-6487,PCY.0000332,"543 W MAIN ST
CT 06053-3915
(41.665728, -72.800391)",543 W MAIN ST,NEW BRITAIN,CT,06053-3915,37123,110,1041,1,89
BEACON PRESCRIPTIONS,(860) 738-2506,PCY.0001719,"294 MAIN ST
CT 06098-1688
(41.610048, -72.718232)",294 MAIN ST,WINSTED,CT,06098-1688,219174,113,1041,1,7
BEACON PHARMACY LLC,(860) 875-9263,PCY.0000358,"40 W MAIN ST
CT 06066-3501
(41.671198, -72.867945)",40 W MAIN ST,VERNON ROCKVILLE,CT,06066-3501,37130,260,1041,1,110
BEACON FALLS PHARMACY LLC,(203) 729-4567,PCY.0002015,"20 NORTH MAIN STREET
CT 06403
(41.444311, -73.063685)",20 NORTH MAIN STREET; P.O. BOX #218,BEACON FALLS,CT,6403,414911,138,1044,4,6
ARROW PRESCRIPTION CENTER #14,(860) 527-2800,PCY.0001117,"100 WOODLAND ST
CT 06105-1223
(41.774368, -72.699779)",100 WOODLAND ST,HARTFORD,CT,06105-1223,38011,10,1041,1,64
ARROW PRESCRIPTION CENTER #12,(860) 522-9289,PCY.0000347,"500 FARMINGTON AVE
CT 06105-3106
(41.766539, -72.708405)",500 FARMINGTON AVE,HARTFORD,CT,06105-3106,37126,10,1041,1,64
ARROW PRESCRIPTION CENTER #11,8605245304,PCY.0001698,"500 ALBANY AVENUE
CT 06120-2599
(41.777722, -72.685016)",500 ALBANY AVENUE,HARTFORD,CT,06120-2599,360481,175,1041,1,64
ARCH STREET PHARMACY,,PCY.0002288,"333 ARCH ST
CT 06051-2520
(41.661331, -72.783038)",333 ARCH ST,NEW BRITAIN,CT,06051-2520,1206019,112,1041,1,89
APOTHECARY & WELLNESS CENTER,(203) 789-4076,PCY.0002086,"1450 CHAPEL ST
CT 06511-4405
(41.311054, -72.943228)",1450 CHAPEL ST,NEW HAVEN,CT,06511-4405,462999,275,1044,7,93
ANNEX PHARMACY,(203) 287-3127,PCY.0001981,"2380A DIXWELL AVE
CT 06514-1810
(41.376122, -72.915735)",2380A DIXWELL AVE,HAMDEN,CT,06514-1810,402514,197,1044,7,62